LineId,Content,EventId,EventTemplate,ParameterList
11,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.621145 LIT101=821.2855 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.70677 AIT503=262.3366,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.621145', '821.2855', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.70677', '262.3366']"
12,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.612497 LIT101=821.2855 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.65555 AIT503=262.3366,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.612497', '821.2855', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.65555', '262.3366']"
13,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.601928 LIT101=821.4817 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.63634 AIT503=262.3366,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.601928', '821.4817', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.63634', '262.3366']"
14,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.585274 LIT101=821.8743 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.63634 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.585274', '821.8743', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.63634', '262.4007']"
15,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.566698 LIT101=822.2275 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.63634 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.566698', '822.2275', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.63634', '262.4007']"
16,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.554847 LIT101=822.777 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.70037 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.554847', '822.777', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.70037', '262.4007']"
17,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.542036 LIT101=823.0518 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.542036', '823.0518', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.4007']"
18,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.526022 LIT101=823.7976 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.526022', '823.7976', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.4007']"
19,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.503923 LIT101=824.5042 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.503923', '824.5042', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.4007']"
20,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.491432 LIT101=824.5042 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.491432', '824.5042', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.4007']"
21,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.475098 LIT101=824.936 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.475098', '824.936', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.4007']"
22,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.455241 LIT101=825.2892 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.74198 AIT503=262.4007,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.455241', '825.2892', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.74198', '262.4007']"
23,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.441149 LIT101=825.3677 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.82201 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.441149', '825.3677', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.82201', '262.5288']"
24,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.428658 LIT101=825.9173 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.84762 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.428658', '825.9173', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.84762', '262.5288']"
25,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.425135 LIT101=826.3491 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.84762 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.425135', '826.3491', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.84762', '262.5288']"
26,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.425135 LIT101=826.6631 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.7836 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.425135', '826.6631', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.7836', '262.5288']"
27,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.43026 LIT101=827.8799 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.43026', '827.8799', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.5288']"
28,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.483105 LIT101=828.7042 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.483105', '828.7042', '2', '1', '1', '262.625', '8.46533', '319.7898', '0.0', '19.73558', '262.5288']"
29,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.519937 LIT101=829.2145 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.461164 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.519937', '829.2145', '2', '1', '1', '262.625', '8.461164', '319.7898', '0.0', '19.73558', '262.5288']"
30,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.563174 LIT101=829.9211 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.563174', '829.9211', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.73558', '262.5288']"
31,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.596163 LIT101=830.3921 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.65235 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.596163', '830.3921', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.65235', '262.5288']"
32,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.630112 LIT101=831.2949 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.65235 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.630112', '831.2949', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.65235', '262.5288']"
33,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.641963 LIT101=832.08 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.61073 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.641963', '832.08', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.61073', '262.5288']"
34,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.649649 LIT101=832.551 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.61073 AIT503=262.5288,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.649649', '832.551', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.61073', '262.5288']"
35,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.639721 LIT101=833.2576 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.61073 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.639721', '833.2576', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.61073', '262.3686']"
36,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.618582 LIT101=833.7286 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.65235 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.618582', '833.7286', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.65235', '262.3686']"
37,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.609935 LIT101=834.4351 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.67476 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.609935', '834.4351', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.67476', '262.3686']"
38,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.603209 LIT101=834.9454 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.68756 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.603209', '834.9454', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.68756', '262.3686']"
39,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.593281 LIT101=835.338 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.593281', '835.338', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.73878', '262.3686']"
40,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.56926 LIT101=836.0052 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.56926', '836.0052', '2', '1', '1', '262.625', '8.460524', '319.7898', '0.0', '19.73878', '262.3686']"
41,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.554527 LIT101=836.1622 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.8154 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,fd937509,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=<*>.<*> LIT101=<*>.<*> MV101=<*> P101=<*> P102=<*> AIT201=<*>.<*> AIT202=<*>.<*> AIT203=<*>.<*> FIT201=<*>.<*> DPIT301=<*>.<*> AIT503=<*>.<*>,"['2.554527', '836.1622', '2', '1', '1', '262.625', '8.460524', '319.8154', '0.0', '19.73878', '262.3686']"
