LineId,Content,EventId,EventTemplate,ParameterList
11,DATASET=SG_SECURITY NODE=N26 ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=Env ATTACK_DETECTED=1 VOLTAGE=204.42 FREQUENCY=50.2 POWER_FLOW=79.13 REACTIVE_POWER=26.54 COMM_SIZE=8349 THREAT_PROB=0.84 RISK_SCORE=0.34 UNCERTAINTY=0.2 TEMPORAL_ENTROPY=0.79 SPECTRAL_ENERGY=9.67 SPATIAL_CORR=0.6,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N26', 'ACCESS=login', 'ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=Env', '1', '204.42', '50.2', '79.13', '26.54', '8349', '0.84', '0.34', '0.2', '0.79', '9.67', '0.6']"
12,DATASET=SG_SECURITY NODE=N25 ACCESS=file_access ATTACK_TYPE=False_Data_Injection POLICY=restrict_access MTD=UNKNOWN ATTACK_DETECTED=1 VOLTAGE=217.72 FREQUENCY=50.21 POWER_FLOW=116.05 REACTIVE_POWER=18.72 COMM_SIZE=9228 THREAT_PROB=0.6 RISK_SCORE=0.04 UNCERTAINTY=0.34 TEMPORAL_ENTROPY=0.77 SPECTRAL_ENERGY=18.79 SPATIAL_CORR=0.68,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N25', 'ACCESS=file_access', 'ATTACK_TYPE=False_Data_Injection POLICY=restrict_access MTD=UNKNOWN', '1', '217.72', '50.21', '116.05', '18.72', '9228', '0.6', '0.04', '0.34', '0.77', '18.79', '0.68']"
13,DATASET=SG_SECURITY NODE=N19 ACCESS=command_exec ATTACK_TYPE=MITM POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=238.34 FREQUENCY=49.99 POWER_FLOW=83.92 REACTIVE_POWER=28.9 COMM_SIZE=5860 THREAT_PROB=0.37 RISK_SCORE=0.06 UNCERTAINTY=0.32 TEMPORAL_ENTROPY=0.78 SPECTRAL_ENERGY=6.04 SPATIAL_CORR=0.76,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N19', 'ACCESS=command_exec', 'ATTACK_TYPE=MITM POLICY=isolate_node MTD=IP+Env', '1', '238.34', '49.99', '83.92', '28.9', '5860', '0.37', '0.06', '0.32', '0.78', '6.04', '0.76']"
14,DATASET=SG_SECURITY NODE=N50 ACCESS=file_access ATTACK_TYPE=MITM POLICY=increase_monitoring MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=233.55 FREQUENCY=50.22 POWER_FLOW=108.85 REACTIVE_POWER=23.82 COMM_SIZE=5726 THREAT_PROB=0.25 RISK_SCORE=0.75 UNCERTAINTY=0.39 TEMPORAL_ENTROPY=0.92 SPECTRAL_ENERGY=19.39 SPATIAL_CORR=0.33,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N50', 'ACCESS=file_access', 'ATTACK_TYPE=MITM POLICY=increase_monitoring MTD=IP+Env', '1', '233.55', '50.22', '108.85', '23.82', '5726', '0.25', '0.75', '0.39', '0.92', '19.39', '0.33']"
15,DATASET=SG_SECURITY NODE=N26 ACCESS=command_exec ATTACK_TYPE=MITM POLICY=restrict_access MTD=IP+Port ATTACK_DETECTED=1 VOLTAGE=247.77 FREQUENCY=50.25 POWER_FLOW=121.19 REACTIVE_POWER=23.49 COMM_SIZE=6127 THREAT_PROB=1.0 RISK_SCORE=0.76 UNCERTAINTY=0.16 TEMPORAL_ENTROPY=0.49 SPECTRAL_ENERGY=5.95 SPATIAL_CORR=0.55,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N26', 'ACCESS=command_exec', 'ATTACK_TYPE=MITM POLICY=restrict_access MTD=IP+Port', '1', '247.77', '50.25', '121.19', '23.49', '6127', '1.0', '0.76', '0.16', '0.49', '5.95', '0.55']"
16,DATASET=SG_SECURITY NODE=N6 ACCESS=login ATTACK_TYPE=DoS POLICY=isolate_node MTD=Env ATTACK_DETECTED=0 VOLTAGE=234.97 FREQUENCY=49.66 POWER_FLOW=128.53 REACTIVE_POWER=30.81 COMM_SIZE=5448 THREAT_PROB=0.12 RISK_SCORE=0.98 UNCERTAINTY=0.25 TEMPORAL_ENTROPY=0.12 SPECTRAL_ENERGY=9.87 SPATIAL_CORR=0.73,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N6', 'ACCESS=login', 'ATTACK_TYPE=DoS POLICY=isolate_node MTD=Env', '0', '234.97', '49.66', '128.53', '30.81', '5448', '0.12', '0.98', '0.25', '0.12', '9.87', '0.73']"
17,DATASET=SG_SECURITY NODE=N30 ACCESS=command_exec ATTACK_TYPE=UNKNOWN POLICY=alert_operator MTD=IP ATTACK_DETECTED=0 VOLTAGE=215.46 FREQUENCY=50.39 POWER_FLOW=121.72 REACTIVE_POWER=28.16 COMM_SIZE=2756 THREAT_PROB=0.71 RISK_SCORE=0.9 UNCERTAINTY=0.07 TEMPORAL_ENTROPY=0.47 SPECTRAL_ENERGY=19.7 SPATIAL_CORR=0.77,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N30', 'ACCESS=command_exec', 'ATTACK_TYPE=UNKNOWN POLICY=alert_operator MTD=IP', '0', '215.46', '50.39', '121.72', '28.16', '2756', '0.71', '0.9', '0.07', '0.47', '19.7', '0.77']"
18,DATASET=SG_SECURITY NODE=N18 ACCESS=file_access ATTACK_TYPE=Insider POLICY=alert_operator MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=221.49 FREQUENCY=50.3 POWER_FLOW=96.82 REACTIVE_POWER=28.47 COMM_SIZE=9950 THREAT_PROB=0.7 RISK_SCORE=0.54 UNCERTAINTY=0.31 TEMPORAL_ENTROPY=0.95 SPECTRAL_ENERGY=5.04 SPATIAL_CORR=0.46,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N18', 'ACCESS=file_access', 'ATTACK_TYPE=Insider POLICY=alert_operator MTD=IP+Env', '1', '221.49', '50.3', '96.82', '28.47', '9950', '0.7', '0.54', '0.31', '0.95', '5.04', '0.46']"
19,DATASET=SG_SECURITY NODE=N40 ACCESS=logout ATTACK_TYPE=DoS POLICY=isolate_node MTD=Env ATTACK_DETECTED=1 VOLTAGE=230.89 FREQUENCY=49.95 POWER_FLOW=85.84 REACTIVE_POWER=31.26 COMM_SIZE=1276 THREAT_PROB=0.45 RISK_SCORE=0.89 UNCERTAINTY=0.03 TEMPORAL_ENTROPY=0.38 SPECTRAL_ENERGY=17.9 SPATIAL_CORR=0.84,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N40', 'ACCESS=logout', 'ATTACK_TYPE=DoS POLICY=isolate_node MTD=Env', '1', '230.89', '49.95', '85.84', '31.26', '1276', '0.45', '0.89', '0.03', '0.38', '17.9', '0.84']"
20,DATASET=SG_SECURITY NODE=N50 ACCESS=logout ATTACK_TYPE=DoS POLICY=alert_operator MTD=IP+Env ATTACK_DETECTED=0 VOLTAGE=229.0 FREQUENCY=50.36 POWER_FLOW=93.42 REACTIVE_POWER=37.83 COMM_SIZE=5614 THREAT_PROB=0.5 RISK_SCORE=0.98 UNCERTAINTY=0.15 TEMPORAL_ENTROPY=0.93 SPECTRAL_ENERGY=14.06 SPATIAL_CORR=0.24,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N50', 'ACCESS=logout', 'ATTACK_TYPE=DoS POLICY=alert_operator MTD=IP+Env', '0', '229.0', '50.36', '93.42', '37.83', '5614', '0.5', '0.98', '0.15', '0.93', '14.06', '0.24']"
21,DATASET=SG_SECURITY NODE=N1 ACCESS=file_access ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=237.21 FREQUENCY=49.75 POWER_FLOW=93.94 REACTIVE_POWER=34.51 COMM_SIZE=7669 THREAT_PROB=0.15 RISK_SCORE=0.19 UNCERTAINTY=0.04 TEMPORAL_ENTROPY=0.64 SPECTRAL_ENERGY=11.52 SPATIAL_CORR=0.25,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N1', 'ACCESS=file_access', 'ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=IP+Env', '1', '237.21', '49.75', '93.94', '34.51', '7669', '0.15', '0.19', '0.04', '0.64', '11.52', '0.25']"
22,DATASET=SG_SECURITY NODE=N31 ACCESS=login ATTACK_TYPE=Insider POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=0 VOLTAGE=250.84 FREQUENCY=49.98 POWER_FLOW=76.45 REACTIVE_POWER=32.82 COMM_SIZE=9193 THREAT_PROB=0.56 RISK_SCORE=0.88 UNCERTAINTY=0.49 TEMPORAL_ENTROPY=0.73 SPECTRAL_ENERGY=6.54 SPATIAL_CORR=0.87,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N31', 'ACCESS=login', 'ATTACK_TYPE=Insider POLICY=isolate_node MTD=IP+Env', '0', '250.84', '49.98', '76.45', '32.82', '9193', '0.56', '0.88', '0.49', '0.73', '6.54', '0.87']"
23,DATASET=SG_SECURITY NODE=N9 ACCESS=command_exec ATTACK_TYPE=UNKNOWN POLICY=restrict_access MTD=IP ATTACK_DETECTED=1 VOLTAGE=232.86 FREQUENCY=49.93 POWER_FLOW=128.59 REACTIVE_POWER=34.24 COMM_SIZE=6047 THREAT_PROB=0.26 RISK_SCORE=0.57 UNCERTAINTY=0.04 TEMPORAL_ENTROPY=0.84 SPECTRAL_ENERGY=13.52 SPATIAL_CORR=0.85,81e34d59,DATASET=SG_SECURITY <*> <*> <*> <*> <*> ATTACK_DETECTED=<*> VOLTAGE=<*>.<*> FREQUENCY=<*>.<*> POWER_FLOW=<*>.<*> REACTIVE_POWER=<*>.<*> COMM_SIZE=<*> THREAT_PROB=<*>.<*> RISK_SCORE=<*>.<*> UNCERTAINTY=<*>.<*> TEMPORAL_ENTROPY=<*>.<*> SPECTRAL_ENERGY=<*>.<*> SPATIAL_CORR=<*>.<*>,"['NODE=N9', 'ACCESS=command_exec', 'ATTACK_TYPE=UNKNOWN POLICY=restrict_access MTD=IP', '1', '232.86', '49.93', '128.59', '34.24', '6047', '0.26', '0.57', '0.04', '0.84', '13.52', '0.85']"
