LineId,Content,EventId,EventTemplate,ParameterList
24,SRC=192.168.1.2 DST=192.168.1.3 SPORT=54139 DPORT=20000 PROTO=6 FLOW_DURATION=56775003 TOT_FWD_PKTS=2 TOT_BWD_PKTS=0 FLOW_BYTES_S=5.460149425267313 FLOW_PKTS_S=0.0352267704855955 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=MITM_DOS,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.2', '192.168.1.3', '54139', '20000', '6', '56775003', '2', '0', '5.460149425267313', '0.0352267704855955', 'EVENT=MITM_DOS']"
25,SRC=192.168.1.1 DST=192.168.1.3 SPORT=40709 DPORT=20001 PROTO=6 FLOW_DURATION=118054383 TOT_FWD_PKTS=65 TOT_BWD_PKTS=69 FLOW_BYTES_S=27.42803712760076 FLOW_PKTS_S=1.1350700973126937 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=COLD_RESTART,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.1', '192.168.1.3', '40709', '20001', '6', '118054383', '65', '69', '27.42803712760076', '1.1350700973126937', 'EVENT=COLD_RESTART']"
26,SRC=192.168.1.1 DST=192.168.1.9 SPORT=51971 DPORT=20001 PROTO=6 FLOW_DURATION=118056906 TOT_FWD_PKTS=64 TOT_BWD_PKTS=68 FLOW_BYTES_S=27.15639523875037 FLOW_PKTS_S=1.1181048569915937 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=COLD_RESTART,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.1', '192.168.1.9', '51971', '20001', '6', '118056906', '64', '68', '27.15639523875037', '1.1181048569915937', 'EVENT=COLD_RESTART']"
27,SRC=192.168.1.1 DST=192.168.1.3 SPORT=53048 DPORT=20001 PROTO=6 FLOW_DURATION=118278444 TOT_FWD_PKTS=61 TOT_BWD_PKTS=65 FLOW_BYTES_S=26.29388665275306 FLOW_PKTS_S=1.0652828676035002 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=STOP_APP,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.1', '192.168.1.3', '53048', '20001', '6', '118278444', '61', '65', '26.29388665275306', '1.0652828676035002', 'EVENT=STOP_APP']"
28,SRC=192.168.1.5 DST=192.168.1.2 SPORT=20000 DPORT=50805 PROTO=6 FLOW_DURATION=29144515 TOT_FWD_PKTS=17 TOT_BWD_PKTS=18 FLOW_BYTES_S=36.43910355001619 FLOW_PKTS_S=1.2009120755655052 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=NORMAL,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.5', '192.168.1.2', '20000', '50805', '6', '29144515', '17', '18', '36.43910355001619', '1.2009120755655052', 'EVENT=NORMAL']"
29,SRC=8.6.0.1 DST=8.0.6.4 SPORT=0 DPORT=0 PROTO=0 FLOW_DURATION=119739974 TOT_FWD_PKTS=201 TOT_BWD_PKTS=1 FLOW_BYTES_S=0.0 FLOW_PKTS_S=1.686988841337146 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=ARP_POISONING,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['8.6.0.1', '8.0.6.4', '0', '0', '0', '119739974', '201', '1', '0.0', '1.686988841337146', 'EVENT=ARP_POISONING']"
30,SRC=192.168.1.1 DST=192.168.1.3 SPORT=56734 DPORT=20001 PROTO=6 FLOW_DURATION=118338501 TOT_FWD_PKTS=61 TOT_BWD_PKTS=65 FLOW_BYTES_S=26.280542458451453 FLOW_PKTS_S=1.064742234651088 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=INIT_DATA,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.1', '192.168.1.3', '56734', '20001', '6', '118338501', '61', '65', '26.280542458451453', '1.064742234651088', 'EVENT=INIT_DATA']"
31,SRC=192.168.1.2 DST=192.168.1.4 SPORT=48948 DPORT=20000 PROTO=6 FLOW_DURATION=99135282 TOT_FWD_PKTS=4 TOT_BWD_PKTS=3 FLOW_BYTES_S=6.072510087780857 FLOW_PKTS_S=0.0706105824160564 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=MITM_DOS,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.2', '192.168.1.4', '48948', '20000', '6', '99135282', '4', '3', '6.072510087780857', '0.0706105824160564', 'EVENT=MITM_DOS']"
32,SRC=192.168.1.12 DST=192.168.1.5 SPORT=40336 DPORT=20000 PROTO=6 FLOW_DURATION=295 TOT_FWD_PKTS=0 TOT_BWD_PKTS=2 FLOW_BYTES_S=3481355.932203389 FLOW_PKTS_S=6779.661016949151 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=DNP3_INFO,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.12', '192.168.1.5', '40336', '20000', '6', '295', '0', '2', '3481355.932203389', '6779.661016949151', 'EVENT=DNP3_INFO']"
33,SRC=192.168.1.1 DST=192.168.1.8 SPORT=36736 DPORT=20001 PROTO=6 FLOW_DURATION=118063497 TOT_FWD_PKTS=65 TOT_BWD_PKTS=69 FLOW_BYTES_S=27.42591979974979 FLOW_PKTS_S=1.1349824747271378 REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN EVENT=WARM_RESTART,75745769,SRC=<*> DST=<*> SPORT=<*> DPORT=<*> PROTO=<*> FLOW_DURATION=<*> TOT_FWD_PKTS=<*> TOT_BWD_PKTS=<*> FLOW_BYTES_S=<*>.<*> FLOW_PKTS_S=<*>.<*> REQ_FUNC=UNKNOWN RESP_FUNC=UNKNOWN <*>,"['192.168.1.1', '192.168.1.8', '36736', '20001', '6', '118063497', '65', '69', '27.42591979974979', '1.1349824747271378', 'EVENT=WARM_RESTART']"
