LineId,Content,EventTemplate
12,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=814.4162 MV101=1 P101=1 P102=1 AIT201=192.4507 AIT202=8.612728 AIT203=336.8367 FIT201=0.0 DPIT301=2.000768 AIT503=267.111,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
13,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.624027 LIT101=506.3998 MV101=2 P101=2 P102=1 AIT201=169.6039 AIT202=8.617214 AIT203=306.7931 FIT201=2.455515 DPIT301=20.28299 AIT503=270.8921,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
14,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.3956 MV101=1 P101=1 P102=1 AIT201=188.5094 AIT202=8.624905 AIT203=318.5594 FIT201=0.0 DPIT301=1.558999 AIT503=265.8293,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
15,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.7283 MV101=1 P101=1 P102=1 AIT201=193.0274 AIT202=8.589977 AIT203=346.6291 FIT201=0.0 DPIT301=2.010372 AIT503=267.5276,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
16,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.545559 LIT101=508.0485 MV101=2 P101=2 P102=1 AIT201=263.4581 AIT202=6.0 AIT203=329.9667 FIT201=2.443597 DPIT301=19.62674 AIT503=261.7278,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
17,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.5919 MV101=1 P101=1 P102=1 AIT201=192.9633 AIT202=8.563061 AIT203=362.3174 FIT201=0.0 DPIT301=2.029579 AIT503=269.0977,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
18,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.3171 MV101=1 P101=1 P102=1 AIT201=188.5094 AIT202=8.624264 AIT203=317.8159 FIT201=0.0 DPIT301=1.488572 AIT503=265.7652,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
19,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=814.1807 MV101=1 P101=1 P102=1 AIT201=191.5855 AIT202=8.605999 AIT203=335.555 FIT201=0.0 DPIT301=1.997567 AIT503=267.0149,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
20,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=814.4162 MV101=1 P101=1 P102=1 AIT201=193.0595 AIT202=8.55537 AIT203=363.1377 FIT201=0.0 DPIT301=2.019976 AIT503=269.1938,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
21,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.7676 MV101=1 P101=1 P102=1 AIT201=194.213 AIT202=8.545437 AIT203=365.8806 FIT201=0.0 DPIT301=2.035982 AIT503=269.5783,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
22,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.7882 MV101=1 P101=1 P102=1 AIT201=192.8993 AIT202=8.581646 AIT203=354.4732 FIT201=0.0 DPIT301=2.010372 AIT503=268.1043,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
23,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.540115 LIT101=508.5587 MV101=2 P101=2 P102=1 AIT201=260.1577 AIT202=8.404448 AIT203=330.9408 FIT201=2.445391 DPIT301=1.968756 AIT503=260.2858,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
24,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.7676 MV101=1 P101=1 P102=1 AIT201=192.9313 AIT202=8.56242 AIT203=360.6768 FIT201=0.0 DPIT301=1.997567 AIT503=268.8093,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
25,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.8275 MV101=1 P101=1 P102=1 AIT201=192.9313 AIT202=8.581005 AIT203=353.4735 FIT201=0.0 DPIT301=2.010372 AIT503=268.0723,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
26,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=814.3377 MV101=1 P101=1 P102=1 AIT201=188.5094 AIT202=8.620739 AIT203=324.5578 FIT201=0.0 DPIT301=1.987963 AIT503=266.5022,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
27,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.9246 MV101=1 P101=1 P102=1 AIT201=192.9313 AIT202=8.552807 AIT203=360.1384 FIT201=0.0 DPIT301=1.997567 AIT503=268.5529,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
28,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.5527 MV101=1 P101=1 P102=1 AIT201=192.1623 AIT202=8.611126 AIT203=336.2215 FIT201=0.0 DPIT301=1.997567 AIT503=267.0149,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
29,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.1994 MV101=1 P101=1 P102=1 AIT201=192.8672 AIT202=8.578762 AIT203=356.9085 FIT201=0.0 DPIT301=2.000768 AIT503=268.2966,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
30,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.4536 MV101=1 P101=1 P102=1 AIT201=220.2961 AIT202=8.573956 AIT203=314.868 FIT201=0.0 DPIT301=2.080799 AIT503=271.4368,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
31,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.555168 LIT101=700.0 MV101=2 P101=2 P102=1 AIT201=251.4099 AIT202=8.393553 AIT203=332.6583 FIT201=2.455131 DPIT301=19.92445 AIT503=257.4981,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
32,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.5527 MV101=1 P101=1 P102=1 AIT201=192.8993 AIT202=8.579403 AIT203=356.4214 FIT201=0.0 DPIT301=2.010372 AIT503=268.3927,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
33,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.622105 LIT101=496.6259 MV101=2 P101=2 P102=1 AIT201=263.1697 AIT202=8.369841 AIT203=331.0946 FIT201=2.435011 DPIT301=19.86363 AIT503=262.4007,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
34,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.487589 LIT101=638.6031 MV101=2 P101=1 P102=1 AIT201=177.6147 AIT202=8.694117 AIT203=291.3868 FIT201=0.0 DPIT301=20.11012 AIT503=257.5942,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
35,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.6312 MV101=1 P101=1 P102=1 AIT201=192.9633 AIT202=8.560818 AIT203=360.3179 FIT201=0.0 DPIT301=1.997567 AIT503=268.585,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
36,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.423854 LIT101=515.5065 MV101=2 P101=2 P102=1 AIT201=188.7337 AIT202=8.544796 AIT203=323.1479 FIT201=2.448467 DPIT301=20.10052 AIT503=268.4568,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
37,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.5527 MV101=1 P101=1 P102=1 AIT201=193.0915 AIT202=8.561779 AIT203=361.292 FIT201=0.0 DPIT301=2.003969 AIT503=268.9054,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
38,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.6312 MV101=1 P101=1 P102=1 AIT201=188.5734 AIT202=8.617535 AIT203=329.454 FIT201=0.0 DPIT301=1.997567 AIT503=266.7265,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
39,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.596163 LIT101=192.9666 MV101=2 P101=1 P102=1 AIT201=181.0433 AIT202=8.580044 AIT203=310.4332 FIT201=0.0001281517 DPIT301=19.96287 AIT503=261.5355,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
40,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=814.7302 MV101=1 P101=1 P102=1 AIT201=198.1543 AIT202=8.524288 AIT203=370.0333 FIT201=0.0 DPIT301=2.032781 AIT503=269.9949,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
41,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.582711 LIT101=504.1232 MV101=2 P101=2 P102=1 AIT201=170.0846 AIT202=8.618816 AIT203=303.5376 FIT201=2.455131 DPIT301=20.19656 AIT503=248.3978,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
42,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.9639 MV101=1 P101=1 P102=1 AIT201=190.0474 AIT202=8.613049 AIT203=333.5042 FIT201=0.0 DPIT301=1.997567 AIT503=266.7906,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
43,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=812.3751 MV101=1 P101=1 P102=1 AIT201=189.5988 AIT202=8.613049 AIT203=332.7352 FIT201=0.0 DPIT301=1.997567 AIT503=266.7906,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
44,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.632034 LIT101=507.0279 MV101=2 P101=2 P102=1 AIT201=260.2538 AIT202=8.396116 AIT203=332.7352 FIT201=2.449108 DPIT301=19.83802 AIT503=259.1323,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
45,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=801.0 MV101=1 P101=2 P102=1 AIT201=177.4225 AIT202=8.599911 AIT203=304.9731 FIT201=2.456156 DPIT301=2.496959 AIT503=266.406,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
46,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.2386 MV101=1 P101=1 P102=1 AIT201=192.8993 AIT202=8.581646 AIT203=356.4214 FIT201=0.0 DPIT301=2.010372 AIT503=268.2325,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
47,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.510009 LIT101=658.2295 MV101=2 P101=1 P102=1 AIT201=263.6183 AIT202=8.417906 AIT203=318.7644 FIT201=0.0 DPIT301=45.0 AIT503=273.2312,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
48,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.629152 LIT101=244.0 MV101=2 P101=1 P102=1 AIT201=179.7936 AIT202=8.689951 AIT203=289.7206 FIT201=0.0 DPIT301=20.20296 AIT503=262.3686,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
49,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.1602 MV101=1 P101=1 P102=1 AIT201=192.9633 AIT202=8.556973 AIT203=360.5486 FIT201=0.0 DPIT301=1.997567 AIT503=268.7452,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
50,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.1602 MV101=1 P101=1 P102=1 AIT201=188.5094 AIT202=8.620098 AIT203=320.8665 FIT201=0.0 DPIT301=1.805493 AIT503=266.2458,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
51,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.6312 MV101=1 P101=1 P102=1 AIT201=193.0915 AIT202=8.597988 AIT203=344.527 FIT201=0.0 DPIT301=2.003969 AIT503=267.4314,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
52,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.3564 MV101=1 P101=1 P102=1 AIT201=193.0274 AIT202=8.593822 AIT203=347.2443 FIT201=0.0 DPIT301=2.010372 AIT503=267.6557,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
53,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.9452 MV101=1 P101=1 P102=1 AIT201=192.8993 AIT202=8.570431 AIT203=358.2671 FIT201=0.0 DPIT301=1.997567 AIT503=268.4248,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
54,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.6312 MV101=1 P101=1 P102=1 AIT201=197.8659 AIT202=8.524929 AIT203=369.9821 FIT201=0.0 DPIT301=2.042384 AIT503=269.9308,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
55,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=2.44179 LIT101=718.6788 MV101=2 P101=1 P102=1 AIT201=188.3491 AIT202=8.635479 AIT203=310.2281 FIT201=0.0 DPIT301=2.019976 AIT503=264.6437,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
56,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=0.0 LIT101=813.1602 MV101=1 P101=1 P102=1 AIT201=193.0915 AIT202=8.55505 AIT203=363.4966 FIT201=0.0 DPIT301=2.026378 AIT503=269.1938,DATASET=SWAT EVENT=PROCESS_STATE STATUS=ATTACK FIT101=<*> LIT101=<*> MV101=<*> P101=<*> P102=<*> AIT201=<*> AIT202=<*> AIT203=<*> FIT201=<*> DPIT301=<*> AIT503=<*>
