timestamp,node_id,voltage_level,frequency_signal,power_flow,reactive_power,communication_log_size,access_behavior,temporal_entropy,spectral_energy,spatial_correlation,wavelet_coeff_avg,wavelet_coeff_std,threat_probability,attack_type,risk_score,uncertainty,policy_action,reward_value,ip_mutation,port_rotation,env_diversification,mtd_strategy_used,attack_detected
2024-01-01 02:30:00,N26,204.42,50.2,79.13,26.54,8349,login,0.79,9.67,0.6,0.547,0.263,0.84,False Data Injection,0.34,0.2,increase_monitoring,0.84,0,1,0,Env,1
2024-01-01 02:45:00,N25,217.72,50.21,116.05,18.72,9228,file_access,0.77,18.79,0.68,-0.332,0.04,0.6,False Data Injection,0.04,0.34,restrict_access,0.28,0,1,0,None,1
2024-01-01 03:00:00,N19,238.34,49.99,83.92,28.9,5860,command_exec,0.78,6.04,0.76,0.709,0.059,0.37,MITM,0.06,0.32,isolate_node,0.95,1,0,1,IP+Env,1
2024-01-01 03:15:00,N50,233.55,50.22,108.85,23.82,5726,file_access,0.92,19.39,0.33,0.553,0.466,0.25,MITM,0.75,0.39,increase_monitoring,0.2,1,1,1,IP+Env,1
2024-01-01 03:30:00,N26,247.77,50.25,121.19,23.49,6127,command_exec,0.49,5.95,0.55,-0.887,0.168,1.0,MITM,0.76,0.16,restrict_access,0.61,0,0,0,IP+Port,1
2024-01-01 03:45:00,N6,234.97,49.66,128.53,30.81,5448,login,0.12,9.87,0.73,0.815,0.24,0.12,DoS,0.98,0.25,isolate_node,0.67,0,1,1,Env,0
2024-01-01 04:00:00,N30,215.46,50.39,121.72,28.16,2756,command_exec,0.47,19.7,0.77,-0.142,0.48,0.71,None,0.9,0.07,alert_operator,0.52,0,0,1,IP,0
2024-01-01 04:15:00,N18,221.49,50.3,96.82,28.47,9950,file_access,0.95,5.04,0.46,-0.194,0.014,0.7,Insider,0.54,0.31,alert_operator,0.13,1,0,1,IP+Env,1
2024-01-01 04:30:00,N40,230.89,49.95,85.84,31.26,1276,logout,0.38,17.9,0.84,0.826,0.428,0.45,DoS,0.89,0.03,isolate_node,0.78,1,0,0,Env,1
2024-01-01 04:45:00,N50,229.0,50.36,93.42,37.83,5614,logout,0.93,14.06,0.24,0.452,0.293,0.5,DoS,0.98,0.15,alert_operator,0.43,0,1,0,IP+Env,0
2024-01-01 05:00:00,N1,237.21,49.75,93.94,34.51,7669,file_access,0.64,11.52,0.25,-0.475,0.479,0.15,False Data Injection,0.19,0.04,increase_monitoring,0.53,0,1,1,IP+Env,1
2024-01-01 05:15:00,N31,250.84,49.98,76.45,32.82,9193,login,0.73,6.54,0.87,-0.521,0.261,0.56,Insider,0.88,0.49,isolate_node,0.9,0,1,0,IP+Env,0
2024-01-01 05:30:00,N9,232.86,49.93,128.59,34.24,6047,command_exec,0.84,13.52,0.85,-0.876,0.319,0.26,None,0.57,0.04,restrict_access,0.55,1,0,1,IP,1
2024-01-01 05:45:00,N4,234.88,49.77,105.02,38.25,2266,file_access,0.14,17.57,0.54,-0.363,0.466,0.85,Insider,0.62,0.11,alert_operator,0.15,0,1,1,IP+Port,0
2024-01-01 06:00:00,N24,229.28,49.84,112.51,30.66,2432,login,0.55,7.88,0.45,0.041,0.058,0.25,Insider,0.85,0.08,restrict_access,0.03,1,0,0,IP,0
2024-01-01 06:15:00,N49,238.69,49.88,105.75,25.66,4531,command_exec,0.38,16.15,0.62,0.189,0.443,0.61,Zero-Day,0.27,0.09,isolate_node,0.84,1,0,0,Port,0
2024-01-01 06:30:00,N47,251.62,50.21,100.61,28.36,3330,file_access,0.7,12.78,0.44,0.902,0.353,0.59,MITM,0.93,0.27,restrict_access,0.74,1,0,0,IP,1
2024-01-01 06:45:00,N8,221.23,50.21,150.84,32.8,7864,file_access,0.86,13.49,0.51,0.423,0.09,0.96,MITM,0.85,0.13,increase_monitoring,0.73,1,0,0,Env,0
2024-01-01 07:00:00,N38,222.25,50.13,91.87,32.84,8155,command_exec,0.29,16.54,0.8,-0.837,0.021,0.27,MITM,0.93,0.48,isolate_node,0.22,1,1,0,IP+Port,1
2024-01-01 07:15:00,N5,222.8,50.02,105.68,22.26,3399,logout,0.31,13.83,0.57,0.753,0.061,0.36,Zero-Day,0.16,0.3,increase_monitoring,0.22,1,1,1,Env,0
2024-01-01 07:30:00,N9,233.86,49.93,82.01,25.54,6110,file_access,0.71,18.58,0.62,0.944,0.236,0.52,None,0.04,0.34,isolate_node,1.0,1,1,1,IP+Env,1
2024-01-01 07:45:00,N40,238.26,49.92,113.64,35.75,8797,logout,0.45,6.0,0.36,0.728,0.12,1.0,None,0.9,0.49,increase_monitoring,0.66,1,1,0,Env,0
2024-01-01 08:00:00,N37,229.18,50.12,110.05,24.69,1283,file_access,0.35,13.76,0.69,0.037,0.465,0.89,False Data Injection,0.67,0.25,restrict_access,0.12,0,1,0,IP+Env,1
2024-01-01 08:15:00,N13,229.0,50.26,62.18,25.86,8013,logout,0.62,10.89,0.78,-0.779,0.093,0.48,None,0.7,0.24,increase_monitoring,0.44,1,0,0,IP+Env,1
2024-01-01 08:30:00,N6,233.91,50.11,111.12,23.53,7760,command_exec,0.93,7.28,0.56,-0.183,0.105,0.67,Insider,0.25,0.02,isolate_node,0.49,0,1,1,Env,1
2024-01-01 08:45:00,N36,220.9,50.09,99.01,31.46,8516,logout,0.61,5.79,0.42,0.175,0.272,0.05,False Data Injection,0.97,0.23,restrict_access,0.69,1,0,0,Port,0
2024-01-01 09:00:00,N15,210.43,49.99,111.19,22.82,4358,command_exec,0.41,5.26,0.8,-0.696,0.376,0.04,MITM,0.93,0.37,increase_monitoring,0.27,1,1,1,IP+Port,1
2024-01-01 09:15:00,N41,230.91,49.79,80.08,25.86,4950,file_access,0.61,19.43,0.61,-0.876,0.222,0.81,False Data Injection,0.48,0.46,restrict_access,0.58,0,0,0,Port,1
2024-01-01 09:30:00,N38,242.93,49.86,88.21,29.8,2960,login,0.12,10.2,0.83,0.087,0.102,0.94,Insider,0.73,0.32,restrict_access,0.07,1,1,1,Env,1
2024-01-01 09:45:00,N19,237.79,50.46,93.88,21.31,5828,logout,0.75,16.01,0.63,0.595,0.416,0.18,MITM,0.65,0.14,restrict_access,0.94,1,0,0,IP+Port,1
2024-01-01 10:00:00,N12,232.4,49.82,107.17,32.69,3809,file_access,0.87,10.47,0.3,-0.309,0.143,0.26,DoS,0.48,0.05,isolate_node,0.11,0,1,1,IP,1
2024-01-01 10:15:00,N11,223.83,49.64,110.94,26.32,8679,logout,0.39,13.8,0.43,0.971,0.034,0.44,Zero-Day,0.71,0.07,isolate_node,0.95,1,1,1,IP+Port,0
2024-01-01 10:30:00,N36,217.35,49.7,115.65,38.97,3784,logout,0.46,10.5,0.34,0.271,0.455,0.68,False Data Injection,0.05,0.09,increase_monitoring,0.54,1,1,0,Env,0
2024-01-01 10:45:00,N1,241.91,50.12,101.84,38.36,9372,logout,0.93,9.27,0.26,-0.863,0.428,0.52,DoS,0.41,0.12,increase_monitoring,0.51,1,1,1,None,0
2024-01-01 11:00:00,N47,237.02,50.04,125.27,27.41,9160,login,0.83,19.92,0.76,-0.054,0.274,0.09,None,0.49,0.31,restrict_access,0.81,1,0,0,IP+Port,1
2024-01-01 11:15:00,N39,226.47,49.55,92.35,23.32,1512,command_exec,0.23,15.13,0.47,0.188,0.208,0.77,None,0.46,0.3,increase_monitoring,0.87,1,0,1,IP+Env,1
2024-01-01 11:30:00,N7,232.03,50.07,119.68,21.66,9171,file_access,0.83,16.8,0.43,-0.162,0.363,0.42,Insider,0.62,0.14,increase_monitoring,0.67,1,0,1,IP,1
2024-01-01 11:45:00,N8,241.35,49.95,104.15,34.88,1059,command_exec,0.89,14.4,0.36,-0.353,0.463,0.19,MITM,0.11,0.13,restrict_access,0.2,0,1,0,None,1
2024-01-01 12:00:00,N47,235.36,50.12,104.9,34.79,1914,command_exec,0.17,6.2,0.47,-0.05,0.328,0.16,Zero-Day,0.77,0.36,increase_monitoring,0.95,1,1,1,Env,1
2024-01-01 12:15:00,N22,219.72,50.07,103.33,26.01,8621,logout,0.57,9.86,0.61,0.554,0.34,0.05,False Data Injection,0.45,0.29,isolate_node,0.11,1,0,0,IP+Port,0
2024-01-01 12:30:00,N21,203.45,49.65,131.89,24.31,8005,file_access,0.63,19.46,0.3,0.057,0.391,0.54,MITM,0.64,0.29,restrict_access,0.41,1,1,0,Port,1
2024-01-01 12:45:00,N6,224.21,50.21,101.85,24.79,4394,login,0.4,12.81,0.71,0.506,0.269,0.6,MITM,0.75,0.27,increase_monitoring,0.02,0,1,1,Port,1
2024-01-01 13:00:00,N50,234.22,49.41,103.33,35.57,4614,file_access,0.57,5.98,0.52,0.438,0.246,0.59,None,0.79,0.03,isolate_node,1.0,1,0,1,IP+Env,1
2024-01-01 13:15:00,N10,230.38,49.65,119.45,27.7,4562,file_access,0.28,15.66,0.73,-0.056,0.097,0.71,MITM,0.8,0.22,isolate_node,0.99,1,1,0,IP+Env,1
2024-01-01 13:30:00,N46,229.79,49.98,82.32,27.77,9787,logout,0.92,12.64,0.79,0.666,0.164,0.81,False Data Injection,0.81,0.25,isolate_node,0.4,1,1,0,IP,1
2024-01-01 13:45:00,N50,241.11,50.36,117.31,21.9,3745,command_exec,0.31,10.37,0.48,0.072,0.292,0.73,MITM,0.07,0.32,restrict_access,0.72,1,1,1,Env,1
2024-01-01 14:00:00,N11,227.68,49.93,80.56,29.85,3362,command_exec,0.52,6.79,0.3,-0.066,0.14,0.34,DoS,0.7,0.18,isolate_node,0.93,0,1,0,IP+Port,0
2024-01-01 14:15:00,N32,218.54,49.77,68.92,31.66,3911,login,0.81,11.52,0.87,-0.989,0.357,0.99,MITM,0.26,0.1,increase_monitoring,0.07,1,1,0,None,1
2024-01-01 14:30:00,N43,231.59,50.09,102.01,31.76,9317,logout,0.14,5.64,0.88,-0.961,0.191,0.85,None,0.55,0.38,increase_monitoring,0.59,0,1,1,IP+Env,0
2024-01-01 14:45:00,N19,235.62,49.74,99.85,35.48,7100,login,0.16,14.2,0.66,0.627,0.092,0.84,None,0.87,0.03,isolate_node,0.89,1,0,0,Port,0
2024-01-01 15:00:00,N43,222.29,49.92,78.77,38.53,9383,command_exec,0.64,17.54,0.33,-0.868,0.483,0.13,Insider,0.88,0.35,isolate_node,0.48,0,0,1,IP+Env,1
2024-01-01 15:15:00,N45,227.91,49.82,106.61,32.47,1456,logout,0.92,18.64,0.69,0.545,0.434,0.55,Insider,0.07,0.19,restrict_access,0.09,1,0,1,IP,1
2024-01-01 15:30:00,N48,234.01,49.83,60.94,26.8,1733,login,0.68,7.04,0.4,-0.128,0.44,0.18,DoS,0.33,0.27,restrict_access,0.42,1,1,1,IP,0
2024-01-01 15:45:00,N6,226.73,50.03,101.55,37.26,1973,file_access,0.45,19.83,0.48,-0.697,0.373,0.8,None,0.41,0.15,increase_monitoring,0.07,1,0,0,IP,0
2024-01-01 16:00:00,N2,230.35,50.15,104.26,31.71,3311,file_access,0.65,18.47,0.55,-0.675,0.15,0.07,MITM,0.15,0.46,restrict_access,0.46,1,0,0,Port,0
2024-01-01 16:15:00,N19,224.19,50.02,108.56,45.08,6701,command_exec,0.92,7.27,0.39,0.229,0.166,0.6,Insider,0.9,0.41,restrict_access,0.27,1,1,0,None,1
2024-01-01 16:30:00,N10,224.63,49.87,143.2,23.66,8255,command_exec,0.53,9.06,0.62,-0.552,0.176,0.14,MITM,0.92,0.29,isolate_node,0.92,1,1,0,IP+Env,1
2024-01-01 16:45:00,N23,231.96,50.1,107.3,32.83,9225,login,0.49,9.91,0.67,0.021,0.125,0.75,None,0.77,0.02,isolate_node,0.66,0,1,1,IP+Env,1
2024-01-01 17:00:00,N17,228.08,49.6,97.93,20.77,4969,file_access,0.93,7.68,0.9,0.416,0.208,0.21,Insider,0.53,0.37,increase_monitoring,0.54,0,0,1,IP,1
2024-01-01 17:15:00,N3,231.3,49.83,83.68,30.15,1452,logout,0.25,12.24,0.3,0.392,0.134,0.53,DoS,0.06,0.31,increase_monitoring,0.68,0,1,0,IP+Env,0
2024-01-01 17:30:00,N26,220.61,50.04,72.99,27.12,2409,logout,0.32,13.78,0.53,0.577,0.127,0.58,False Data Injection,0.8,0.19,restrict_access,0.48,1,0,1,IP+Port,1
2024-01-01 17:45:00,N21,231.05,50.01,139.06,33.78,2538,logout,0.39,10.52,0.61,-0.969,0.033,0.24,Insider,0.3,0.48,alert_operator,0.8,0,1,1,Env,0
2024-01-01 18:00:00,N12,228.05,50.27,75.14,34.74,6097,login,0.31,11.49,0.69,-0.315,0.23,0.51,MITM,0.41,0.05,alert_operator,0.48,1,1,0,None,0
2024-01-01 18:15:00,N25,238.6,49.97,111.8,26.61,7801,logout,0.43,8.37,0.27,-0.973,0.124,0.26,MITM,0.53,0.28,restrict_access,0.35,0,1,1,IP+Env,1
2024-01-01 18:30:00,N14,204.67,50.17,109.2,21.81,6081,file_access,0.14,7.01,0.77,-0.953,0.357,0.34,Insider,0.62,0.5,alert_operator,0.45,1,0,0,None,1
2024-01-01 18:45:00,N23,245.47,50.04,89.93,21.82,8357,command_exec,0.55,15.82,0.41,-0.274,0.26,0.77,Insider,0.02,0.18,isolate_node,0.85,0,0,0,IP+Port,1
2024-01-01 19:00:00,N3,207.98,49.68,116.24,43.34,5731,file_access,0.63,12.42,0.34,-0.078,0.003,1.0,MITM,0.37,0.4,isolate_node,0.39,1,0,1,None,1
2024-01-01 19:15:00,N31,223.68,50.08,110.73,35.25,5549,command_exec,0.2,8.93,0.74,0.283,0.188,0.78,Insider,0.62,0.08,alert_operator,0.59,1,0,1,IP+Env,0
2024-01-01 19:30:00,N10,251.34,50.03,90.39,27.21,1928,file_access,0.82,6.59,0.47,0.092,0.182,0.29,DoS,0.66,0.23,alert_operator,0.6,0,1,1,IP,0
2024-01-01 19:45:00,N4,235.79,49.97,107.12,30.82,6076,logout,0.54,10.66,0.35,-0.321,0.415,0.23,None,0.88,0.16,alert_operator,0.39,1,1,1,None,0
2024-01-01 20:00:00,N13,236.07,49.76,107.43,27.22,7249,file_access,0.81,7.72,0.56,-0.352,0.415,0.01,DoS,0.66,0.41,isolate_node,0.35,1,1,1,IP+Port,1
2024-01-01 20:15:00,N15,220.68,50.04,103.82,20.5,4765,file_access,0.27,13.26,0.33,0.47,0.091,0.62,Zero-Day,0.99,0.04,increase_monitoring,0.32,1,0,0,Port,1
2024-01-01 20:30:00,N1,233.1,50.03,106.77,25.83,7861,file_access,0.36,10.47,0.6,0.167,0.196,0.78,False Data Injection,0.64,0.01,isolate_node,0.67,1,1,0,None,1
2024-01-01 20:45:00,N2,238.7,50.08,87.91,23.98,8662,command_exec,0.42,8.79,0.71,0.866,0.001,0.09,MITM,0.43,0.33,isolate_node,0.21,0,0,0,Port,0
2024-01-01 21:00:00,N16,214.26,50.13,68.66,32.84,3839,login,0.91,13.55,0.65,-0.636,0.39,0.39,MITM,0.82,0.15,increase_monitoring,0.14,0,1,1,None,1
2024-01-01 21:15:00,N35,229.51,50.09,95.41,26.26,2120,file_access,0.27,13.33,0.51,0.006,0.225,0.94,Zero-Day,0.6,0.5,alert_operator,0.7,1,1,1,Port,0
2024-01-01 21:30:00,N41,235.85,49.81,106.54,24.59,6179,file_access,0.51,8.24,0.82,-0.52,0.038,0.21,False Data Injection,0.64,0.0,restrict_access,0.69,0,0,0,None,0
2024-01-01 21:45:00,N7,231.86,50.43,82.65,35.23,6138,command_exec,0.74,5.8,0.67,-0.721,0.204,0.26,MITM,0.69,0.29,restrict_access,0.57,0,0,1,IP,1
2024-01-01 22:00:00,N13,235.23,49.82,114.42,34.55,4726,file_access,0.99,5.8,0.64,-0.422,0.084,0.96,False Data Injection,0.28,0.38,alert_operator,0.96,1,0,1,IP+Port,1
2024-01-01 22:15:00,N47,228.6,50.13,71.69,27.17,3050,login,0.25,7.38,0.8,-0.355,0.253,0.15,None,0.19,0.12,alert_operator,0.05,1,0,1,IP+Env,0
2024-01-01 22:30:00,N5,247.28,50.05,105.77,31.74,7200,login,0.12,15.01,0.47,0.557,0.213,0.48,None,0.32,0.21,restrict_access,0.05,1,1,1,IP,1
2024-01-01 22:45:00,N23,227.7,49.98,70.78,33.67,1254,command_exec,0.77,7.56,0.54,-0.264,0.067,0.13,DoS,0.31,0.44,alert_operator,0.13,1,0,0,IP+Env,1
2024-01-01 23:00:00,N24,228.9,49.83,97.68,31.55,8761,command_exec,0.52,19.97,0.77,0.086,0.203,0.52,Insider,0.64,0.36,increase_monitoring,0.59,0,1,0,IP+Port,1
2024-01-01 23:15:00,N19,215.71,50.06,116.58,32.33,3349,login,0.29,14.11,0.66,0.333,0.228,0.56,MITM,0.51,0.1,restrict_access,0.61,0,1,0,Port,0
2024-01-01 23:30:00,N10,242.56,49.76,85.8,31.01,4111,command_exec,0.35,16.18,0.67,0.094,0.04,0.37,None,0.88,0.49,alert_operator,0.24,0,1,1,Env,0
2024-01-01 23:45:00,N20,222.89,49.6,98.74,28.27,3914,login,0.74,8.1,0.61,-0.453,0.443,0.45,MITM,0.35,0.22,alert_operator,0.37,0,0,1,Env,0
2024-01-02 00:00:00,N8,223.99,50.23,81.17,27.1,8451,login,0.21,12.55,0.27,-0.337,0.411,0.29,Zero-Day,0.86,0.13,restrict_access,0.87,1,1,1,None,1
2024-01-02 00:15:00,N2,232.62,49.86,97.41,30.38,8510,command_exec,0.8,17.63,0.58,-0.659,0.192,0.2,False Data Injection,0.86,0.23,isolate_node,0.07,1,0,0,Env,1
2024-01-02 00:30:00,N36,230.34,50.25,118.93,27.47,4218,logout,0.33,11.15,0.28,-0.913,0.123,0.56,False Data Injection,0.92,0.2,isolate_node,0.28,1,1,1,IP+Port,1
2024-01-02 00:45:00,N17,217.49,49.9,115.28,26.94,1755,login,0.49,16.76,0.9,-0.12,0.233,0.41,False Data Injection,0.36,0.19,restrict_access,0.75,0,0,1,IP+Port,0
2024-01-02 01:00:00,N18,227.51,50.04,113.94,33.91,5150,logout,0.98,11.65,0.84,-0.079,0.446,0.79,DoS,0.44,0.46,alert_operator,0.25,0,0,1,IP+Env,1
2024-01-02 01:15:00,N18,232.36,49.76,101.97,26.45,1670,login,0.98,11.86,0.45,0.005,0.329,0.85,Zero-Day,0.59,0.12,restrict_access,0.36,0,1,1,Port,1
2024-01-02 01:30:00,N13,227.94,50.26,97.15,39.35,4618,command_exec,0.21,14.71,0.4,-0.184,0.175,0.72,Insider,0.15,0.07,isolate_node,0.22,0,1,1,IP+Env,0
2024-01-02 01:45:00,N4,230.85,50.28,96.95,33.61,4745,login,0.77,6.68,0.51,-0.593,0.232,0.31,MITM,0.79,0.16,alert_operator,0.47,1,0,0,None,1
2024-01-02 02:00:00,N31,212.98,49.79,64.39,38.71,1993,logout,0.36,15.34,0.43,-0.561,0.062,0.24,DoS,0.28,0.19,alert_operator,0.86,0,0,1,Env,1
2024-01-02 02:15:00,N30,222.08,50.22,111.96,29.17,9927,file_access,0.83,16.78,0.24,-0.934,0.077,0.82,DoS,0.42,0.43,restrict_access,0.41,0,0,1,None,0
2024-01-02 02:30:00,N19,235.37,50.02,87.7,33.94,7754,command_exec,0.71,9.97,0.77,-0.09,0.36,0.8,DoS,0.22,0.41,increase_monitoring,0.15,0,1,0,IP,0
2024-01-02 02:45:00,N1,231.03,49.78,116.28,33.34,6484,command_exec,0.22,9.55,0.55,-0.498,0.424,0.09,Zero-Day,0.06,0.15,restrict_access,0.78,0,0,0,IP+Port,1
2024-01-02 03:00:00,N12,209.66,49.87,88.42,27.47,3125,logout,0.69,10.35,0.68,0.807,0.213,0.11,False Data Injection,0.8,0.26,alert_operator,0.7,1,0,0,None,0
2024-01-02 03:15:00,N46,215.83,49.93,106.41,33.2,3168,command_exec,0.65,16.41,0.29,0.824,0.045,0.24,Zero-Day,0.46,0.06,alert_operator,0.32,1,0,1,Env,0
2024-01-02 03:30:00,N15,238.35,49.87,91.03,36.79,3971,login,0.29,9.13,0.77,0.702,0.106,0.16,None,0.12,0.38,increase_monitoring,0.83,0,0,0,IP,0
2024-01-02 03:45:00,N47,226.61,49.86,104.97,37.3,9959,login,0.37,6.59,0.36,0.266,0.303,0.68,Zero-Day,0.95,0.32,isolate_node,0.19,1,1,0,Env,1
2024-01-02 04:00:00,N4,234.62,50.17,116.48,35.68,8343,logout,0.3,10.38,0.45,-0.587,0.281,0.55,False Data Injection,0.48,0.38,restrict_access,0.42,1,0,1,None,0
2024-01-02 04:15:00,N35,235.69,50.41,89.04,33.73,1551,login,0.9,9.45,0.28,0.938,0.065,0.74,False Data Injection,0.8,0.36,restrict_access,0.54,0,1,0,None,1
2024-01-02 04:30:00,N50,230.37,50.02,83.58,24.59,2391,command_exec,0.15,10.65,0.6,-0.939,0.044,0.49,None,0.31,0.36,increase_monitoring,0.86,0,1,0,Port,0
2024-01-02 04:45:00,N11,218.23,50.5,106.42,30.05,2673,login,0.29,19.43,0.63,0.275,0.233,0.86,Insider,0.97,0.12,restrict_access,0.31,0,1,0,IP,1
2024-01-02 05:00:00,N12,241.79,49.87,122.14,29.76,4645,logout,0.93,9.28,0.24,0.276,0.121,0.6,MITM,0.28,0.23,alert_operator,0.99,0,0,0,Port,0
2024-01-02 05:15:00,N45,220.99,49.81,62.77,28.97,6024,file_access,0.99,18.23,0.55,-0.62,0.218,0.52,MITM,0.37,0.39,alert_operator,0.14,1,1,0,Port,0
2024-01-02 05:30:00,N12,223.61,50.48,102.74,28.32,7140,command_exec,0.28,8.99,0.25,-0.123,0.304,0.59,Insider,1.0,0.32,alert_operator,0.09,0,1,0,IP,1
2024-01-02 05:45:00,N24,228.07,50.22,90.87,39.73,6823,logout,0.35,18.68,0.69,-0.743,0.431,0.73,DoS,0.43,0.08,isolate_node,0.55,0,0,0,IP,1
2024-01-02 06:00:00,N46,224.61,49.34,89.96,23.62,5159,login,0.4,17.76,0.8,-0.004,0.291,0.61,None,0.48,0.3,isolate_node,0.79,0,0,1,IP+Port,0
2024-01-02 06:15:00,N28,202.81,49.75,101.41,34.29,3709,login,0.36,6.16,0.73,0.761,0.183,0.1,Zero-Day,0.95,0.18,alert_operator,0.0,0,0,1,Env,1
2024-01-02 06:30:00,N22,220.95,49.71,110.06,28.87,7068,command_exec,0.41,16.99,0.59,-0.583,0.02,0.11,Insider,0.43,0.19,increase_monitoring,0.57,1,1,1,Port,1
2024-01-02 06:45:00,N32,214.56,50.17,102.31,21.5,9386,file_access,0.66,12.84,0.45,0.937,0.444,0.93,Insider,0.43,0.18,restrict_access,0.24,0,0,1,IP,0
2024-01-02 07:00:00,N42,230.37,49.83,74.45,24.79,1341,login,0.67,15.28,0.34,0.641,0.311,0.98,MITM,0.67,0.46,restrict_access,1.0,1,1,1,Env,0
2024-01-02 07:15:00,N12,235.5,50.39,110.38,26.49,7881,file_access,0.57,5.54,0.89,0.01,0.146,0.22,False Data Injection,0.64,0.04,alert_operator,0.53,1,0,1,Env,0
2024-01-02 07:30:00,N17,238.72,49.93,125.18,33.61,7373,file_access,0.42,6.15,0.5,-0.699,0.11,0.44,None,0.57,0.14,restrict_access,0.56,1,0,0,IP,0
2024-01-02 07:45:00,N20,252.42,50.3,119.61,20.78,1690,logout,0.3,15.63,0.76,0.301,0.243,0.54,DoS,0.62,0.12,isolate_node,0.36,1,1,1,None,0
2024-01-02 08:00:00,N10,239.65,49.67,116.4,27.37,1975,command_exec,0.52,5.93,0.44,0.469,0.061,0.69,False Data Injection,0.59,0.49,isolate_node,0.3,0,0,0,None,1
2024-01-02 08:15:00,N28,235.7,49.69,76.75,36.18,2361,file_access,0.37,12.89,0.3,-0.519,0.481,0.95,Zero-Day,0.42,0.0,alert_operator,0.02,1,1,0,Port,0
2024-01-02 08:30:00,N11,220.6,50.26,116.73,28.28,7592,file_access,0.41,17.14,0.61,0.126,0.124,0.92,Zero-Day,0.48,0.41,increase_monitoring,0.2,0,0,0,IP+Env,1
2024-01-02 08:45:00,N11,235.94,49.66,120.49,28.72,4761,login,1.0,10.43,0.48,-0.97,0.197,0.55,MITM,0.11,0.39,restrict_access,0.86,1,0,1,IP,1
2024-01-02 09:00:00,N37,228.53,49.83,127.75,39.52,2236,login,0.27,9.91,0.31,-0.891,0.196,0.87,Insider,0.48,0.31,restrict_access,0.42,1,1,0,IP+Env,0
2024-01-02 09:15:00,N24,236.68,50.15,102.1,38.96,7044,command_exec,0.79,16.34,0.65,0.053,0.331,0.05,False Data Injection,0.91,0.15,restrict_access,0.66,0,1,0,IP,1
2024-01-02 09:30:00,N1,242.03,49.95,115.87,29.69,2847,file_access,0.28,14.3,0.66,-0.991,0.205,0.1,Insider,0.86,0.03,isolate_node,0.41,0,0,1,Env,0
2024-01-02 09:45:00,N37,234.52,49.8,100.43,24.63,2982,login,0.75,11.71,0.35,0.325,0.393,0.16,False Data Injection,0.87,0.31,restrict_access,0.83,0,0,1,IP,0
2024-01-02 10:00:00,N44,248.8,50.26,107.06,32.73,5340,file_access,0.69,11.95,0.4,0.39,0.054,0.27,False Data Injection,0.14,0.39,increase_monitoring,0.56,0,1,0,IP,0
2024-01-02 10:15:00,N19,239.17,49.85,91.37,27.04,8497,file_access,0.68,12.02,0.48,0.131,0.064,0.39,False Data Injection,0.43,0.22,restrict_access,0.81,1,0,0,Port,0
2024-01-02 10:30:00,N8,200.36,50.1,120.55,26.52,7838,command_exec,0.53,5.08,0.58,-0.806,0.376,0.96,DoS,0.02,0.07,increase_monitoring,0.48,1,1,0,Port,0
