LineId,Content,EventId,EventTemplate,ParameterList
11,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.621145 LIT101=821.2855 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.70677 AIT503=262.3366,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
12,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.612497 LIT101=821.2855 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.65555 AIT503=262.3366,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
13,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.601928 LIT101=821.4817 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.63634 AIT503=262.3366,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
14,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.585274 LIT101=821.8743 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.63634 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
15,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.566698 LIT101=822.2275 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.63634 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
16,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.554847 LIT101=822.777 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.70037 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
17,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.542036 LIT101=823.0518 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
18,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.526022 LIT101=823.7976 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
19,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.503923 LIT101=824.5042 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
20,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.491432 LIT101=824.5042 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
21,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.475098 LIT101=824.936 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
22,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.455241 LIT101=825.2892 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.74198 AIT503=262.4007,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
23,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.441149 LIT101=825.3677 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.82201 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
24,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.428658 LIT101=825.9173 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.84762 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
25,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.425135 LIT101=826.3491 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.84762 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
26,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.425135 LIT101=826.6631 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.7836 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
27,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.43026 LIT101=827.8799 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
28,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.483105 LIT101=828.7042 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
29,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.519937 LIT101=829.2145 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.461164 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
30,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.563174 LIT101=829.9211 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.73558 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
31,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.596163 LIT101=830.3921 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.65235 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
32,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.630112 LIT101=831.2949 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.65235 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
33,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.641963 LIT101=832.08 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.61073 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
34,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.649649 LIT101=832.551 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.61073 AIT503=262.5288,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
35,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.639721 LIT101=833.2576 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.61073 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
36,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.618582 LIT101=833.7286 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.65235 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
37,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.609935 LIT101=834.4351 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.67476 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
38,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.603209 LIT101=834.9454 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.68756 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
39,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.593281 LIT101=835.338 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
40,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.56926 LIT101=836.0052 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.7898 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
41,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.554527 LIT101=836.1622 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.8154 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
42,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.538833 LIT101=836.3585 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.460524 AIT203=319.8667 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
43,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.524101 LIT101=836.3978 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
44,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.506485 LIT101=836.3978 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 DPIT301=19.73878 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
45,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.493675 LIT101=836.7118 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 DPIT301=19.67155 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
46,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.477981 LIT101=837.2614 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 DPIT301=19.67155 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
47,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.462287 LIT101=837.6539 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 DPIT301=19.67155 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
48,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.447234 LIT101=838.2427 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.462767 AIT203=319.8667 FIT201=0.0 DPIT301=19.67155 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
49,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.432181 LIT101=838.6744 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.463728 AIT203=319.8667 FIT201=0.0 DPIT301=19.67155 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
50,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.428018 LIT101=839.3025 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 DPIT301=19.67155 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
51,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.428018 LIT101=839.3025 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 DPIT301=19.73238 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
52,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.444031 LIT101=839.695 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 DPIT301=19.73558 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
53,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.496237 LIT101=839.3025 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 DPIT301=19.75159 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
54,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.528264 LIT101=840.0483 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 DPIT301=19.70677 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
55,DATASET=SWAT EVENT=PROCESS_STATE STATUS=Attack FIT101=2.575345 LIT101=840.7941 MV101=2 P101=1 P102=1 AIT201=262.625 AIT202=8.46533 AIT203=320.0461 FIT201=0.0 DPIT301=19.66835 AIT503=262.3686,11ffcf2e,DATASET SWAT EVENT PROCESS_STATE STATUS Attack FIT101 <*> LIT101 <*> MV101 2 P101 <*> P102 1 AIT201 <*> AIT202 <*> AIT203 <*> FIT201 <*> DPIT301 <*> AIT503 <*>,[]
