Content,EventId,RegexTemplate
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_22:45:00 NODE_ID=N23 VOLTAGE_LEVEL=227.7 FREQUENCY_SIGNAL=49.98 POWER_FLOW=70.78 REACTIVE_POWER=33.67 COMMUNICATION_LOG_SIZE=1254 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.77 SPECTRAL_ENERGY=7.56 SPATIAL_CORRELATION=0.54 WAVELET_COEFF_AVG=-0.264 WAVELET_COEFF_STD=0.067 THREAT_PROBABILITY=0.13 ATTACK_TYPE=DoS RISK_SCORE=0.31 UNCERTAINTY=0.44 POLICY_ACTION=alert_operator REWARD_VALUE=0.13 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,196fd7f8,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_22:(.*?) NODE_ID=N23 VOLTAGE_LEVEL=227\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=70\.(.*?) REACTIVE_POWER=33\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=7\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=DoS RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_17:15:00 NODE_ID=N3 VOLTAGE_LEVEL=231.3 FREQUENCY_SIGNAL=49.83 POWER_FLOW=83.68 REACTIVE_POWER=30.15 COMMUNICATION_LOG_SIZE=1452 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.25 SPECTRAL_ENERGY=12.24 SPATIAL_CORRELATION=0.3 WAVELET_COEFF_AVG=0.392 WAVELET_COEFF_STD=0.134 THREAT_PROBABILITY=0.53 ATTACK_TYPE=DoS RISK_SCORE=0.06 UNCERTAINTY=0.31 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.68 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=0,1be2ffa0,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_17:(.*?) NODE_ID=N3 VOLTAGE_LEVEL=231\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=83\.(.*?) REACTIVE_POWER=30\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=12\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=DoS RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_13:00:00 NODE_ID=N50 VOLTAGE_LEVEL=234.22 FREQUENCY_SIGNAL=49.41 POWER_FLOW=103.33 REACTIVE_POWER=35.57 COMMUNICATION_LOG_SIZE=4614 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.57 SPECTRAL_ENERGY=5.98 SPATIAL_CORRELATION=0.52 WAVELET_COEFF_AVG=0.438 WAVELET_COEFF_STD=0.246 THREAT_PROBABILITY=0.59 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.79 UNCERTAINTY=0.03 POLICY_ACTION=isolate_node REWARD_VALUE=1.0 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,1c24ba9f,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_13:(.*?) NODE_ID=N50 VOLTAGE_LEVEL=234\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=103\.(.*?) REACTIVE_POWER=35\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=5\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=1\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_18:15:00 NODE_ID=N25 VOLTAGE_LEVEL=238.6 FREQUENCY_SIGNAL=49.97 POWER_FLOW=111.8 REACTIVE_POWER=26.61 COMMUNICATION_LOG_SIZE=7801 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.43 SPECTRAL_ENERGY=8.37 SPATIAL_CORRELATION=0.27 WAVELET_COEFF_AVG=-0.973 WAVELET_COEFF_STD=0.124 THREAT_PROBABILITY=0.26 ATTACK_TYPE=MITM RISK_SCORE=0.53 UNCERTAINTY=0.28 POLICY_ACTION=restrict_access REWARD_VALUE=0.35 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,1d6d2baf,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_18:(.*?) NODE_ID=N25 VOLTAGE_LEVEL=238\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=111\.(.*?) REACTIVE_POWER=26\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=8\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_16:15:00 NODE_ID=N19 VOLTAGE_LEVEL=224.19 FREQUENCY_SIGNAL=50.02 POWER_FLOW=108.56 REACTIVE_POWER=45.08 COMMUNICATION_LOG_SIZE=6701 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.92 SPECTRAL_ENERGY=7.27 SPATIAL_CORRELATION=0.39 WAVELET_COEFF_AVG=0.229 WAVELET_COEFF_STD=0.166 THREAT_PROBABILITY=0.6 ATTACK_TYPE=Insider RISK_SCORE=0.9 UNCERTAINTY=0.41 POLICY_ACTION=restrict_access REWARD_VALUE=0.27 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=1,245a7507,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_16:(.*?) NODE_ID=N19 VOLTAGE_LEVEL=224\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=108\.(.*?) REACTIVE_POWER=45\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=7\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_07:30:00 NODE_ID=N9 VOLTAGE_LEVEL=233.86 FREQUENCY_SIGNAL=49.93 POWER_FLOW=82.01 REACTIVE_POWER=25.54 COMMUNICATION_LOG_SIZE=6110 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.71 SPECTRAL_ENERGY=18.58 SPATIAL_CORRELATION=0.62 WAVELET_COEFF_AVG=0.944 WAVELET_COEFF_STD=0.236 THREAT_PROBABILITY=0.52 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.04 UNCERTAINTY=0.34 POLICY_ACTION=isolate_node REWARD_VALUE=1.0 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,25a6c51d,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_07:(.*?) NODE_ID=N9 VOLTAGE_LEVEL=233\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=82\.(.*?) REACTIVE_POWER=25\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=18\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=1\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_13:45:00 NODE_ID=N50 VOLTAGE_LEVEL=241.11 FREQUENCY_SIGNAL=50.36 POWER_FLOW=117.31 REACTIVE_POWER=21.9 COMMUNICATION_LOG_SIZE=3745 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.31 SPECTRAL_ENERGY=10.37 SPATIAL_CORRELATION=0.48 WAVELET_COEFF_AVG=0.072 WAVELET_COEFF_STD=0.292 THREAT_PROBABILITY=0.73 ATTACK_TYPE=MITM RISK_SCORE=0.07 UNCERTAINTY=0.32 POLICY_ACTION=restrict_access REWARD_VALUE=0.72 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=1,264939f9,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_13:(.*?) NODE_ID=N50 VOLTAGE_LEVEL=241\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=117\.(.*?) REACTIVE_POWER=21\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=10\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_14:15:00 NODE_ID=N32 VOLTAGE_LEVEL=218.54 FREQUENCY_SIGNAL=49.77 POWER_FLOW=68.92 REACTIVE_POWER=31.66 COMMUNICATION_LOG_SIZE=3911 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.81 SPECTRAL_ENERGY=11.52 SPATIAL_CORRELATION=0.87 WAVELET_COEFF_AVG=-0.989 WAVELET_COEFF_STD=0.357 THREAT_PROBABILITY=0.99 ATTACK_TYPE=MITM RISK_SCORE=0.26 UNCERTAINTY=0.1 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.07 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=1,0,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_14:(.*?) NODE_ID=N32 VOLTAGE_LEVEL=218\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=68\.(.*?) REACTIVE_POWER=31\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=11\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) WAVELET_COEFF_MAX=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=MITM RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=UNKNOWN ATTACK_DETECTED=(.*?)
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_20:15:00 NODE_ID=N15 VOLTAGE_LEVEL=220.68 FREQUENCY_SIGNAL=50.04 POWER_FLOW=103.82 REACTIVE_POWER=20.5 COMMUNICATION_LOG_SIZE=4765 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.27 SPECTRAL_ENERGY=13.26 SPATIAL_CORRELATION=0.33 WAVELET_COEFF_AVG=0.47 WAVELET_COEFF_STD=0.091 THREAT_PROBABILITY=0.62 ATTACK_TYPE=Zero-Day RISK_SCORE=0.99 UNCERTAINTY=0.04 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.32 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=1,2cd72a49,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_20:(.*?) NODE_ID=N15 VOLTAGE_LEVEL=220\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=103\.(.*?) REACTIVE_POWER=20\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=13\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Zero\-Day RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Port ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_23:30:00 NODE_ID=N10 VOLTAGE_LEVEL=242.56 FREQUENCY_SIGNAL=49.76 POWER_FLOW=85.8 REACTIVE_POWER=31.01 COMMUNICATION_LOG_SIZE=4111 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.35 SPECTRAL_ENERGY=16.18 SPATIAL_CORRELATION=0.67 WAVELET_COEFF_AVG=0.094 WAVELET_COEFF_STD=0.04 THREAT_PROBABILITY=0.37 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.88 UNCERTAINTY=0.49 POLICY_ACTION=alert_operator REWARD_VALUE=0.24 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0,2e4da376,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_23:(.*?) NODE_ID=N10 VOLTAGE_LEVEL=242\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=85\.(.*?) REACTIVE_POWER=31\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=16\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=Env ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_11:30:00 NODE_ID=N7 VOLTAGE_LEVEL=232.03 FREQUENCY_SIGNAL=50.07 POWER_FLOW=119.68 REACTIVE_POWER=21.66 COMMUNICATION_LOG_SIZE=9171 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.83 SPECTRAL_ENERGY=16.8 SPATIAL_CORRELATION=0.43 WAVELET_COEFF_AVG=-0.162 WAVELET_COEFF_STD=0.363 THREAT_PROBABILITY=0.42 ATTACK_TYPE=Insider RISK_SCORE=0.62 UNCERTAINTY=0.14 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.67 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1,3201c039,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_11:(.*?) NODE_ID=N7 VOLTAGE_LEVEL=232\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=119\.(.*?) REACTIVE_POWER=21\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=16\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_15:15:00 NODE_ID=N45 VOLTAGE_LEVEL=227.91 FREQUENCY_SIGNAL=49.82 POWER_FLOW=106.61 REACTIVE_POWER=32.47 COMMUNICATION_LOG_SIZE=1456 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.92 SPECTRAL_ENERGY=18.64 SPATIAL_CORRELATION=0.69 WAVELET_COEFF_AVG=0.545 WAVELET_COEFF_STD=0.434 THREAT_PROBABILITY=0.55 ATTACK_TYPE=Insider RISK_SCORE=0.07 UNCERTAINTY=0.19 POLICY_ACTION=restrict_access REWARD_VALUE=0.09 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1,327260c2,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_15:(.*?) NODE_ID=N45 VOLTAGE_LEVEL=227\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=106\.(.*?) REACTIVE_POWER=32\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=18\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=restrict_access REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_04:00:00 NODE_ID=N30 VOLTAGE_LEVEL=215.46 FREQUENCY_SIGNAL=50.39 POWER_FLOW=121.72 REACTIVE_POWER=28.16 COMMUNICATION_LOG_SIZE=2756 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.47 SPECTRAL_ENERGY=19.7 SPATIAL_CORRELATION=0.77 WAVELET_COEFF_AVG=-0.142 WAVELET_COEFF_STD=0.48 THREAT_PROBABILITY=0.71 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.9 UNCERTAINTY=0.07 POLICY_ACTION=alert_operator REWARD_VALUE=0.52 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0,3370916b,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_04:(.*?) NODE_ID=N30 VOLTAGE_LEVEL=215\.(.*?) FREQUENCY_SIGNAL=50\.(.*?) POWER_FLOW=121\.(.*?) REACTIVE_POWER=28\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=19\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=UNKNOWN RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=alert_operator REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_17:00:00 NODE_ID=N17 VOLTAGE_LEVEL=228.08 FREQUENCY_SIGNAL=49.6 POWER_FLOW=97.93 REACTIVE_POWER=20.77 COMMUNICATION_LOG_SIZE=4969 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.93 SPECTRAL_ENERGY=7.68 SPATIAL_CORRELATION=0.9 WAVELET_COEFF_AVG=0.416 WAVELET_COEFF_STD=0.208 THREAT_PROBABILITY=0.21 ATTACK_TYPE=Insider RISK_SCORE=0.53 UNCERTAINTY=0.37 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.54 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1,39fa5da5,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_17:(.*?) NODE_ID=N17 VOLTAGE_LEVEL=228\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=97\.(.*?) REACTIVE_POWER=20\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=7\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=increase_monitoring REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP ATTACK_DETECTED=(.*?)$
DATASET=SG_SECURITY TIMESTAMP=2024-01-01_15:00:00 NODE_ID=N43 VOLTAGE_LEVEL=222.29 FREQUENCY_SIGNAL=49.92 POWER_FLOW=78.77 REACTIVE_POWER=38.53 COMMUNICATION_LOG_SIZE=9383 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.64 SPECTRAL_ENERGY=17.54 SPATIAL_CORRELATION=0.33 WAVELET_COEFF_AVG=-0.868 WAVELET_COEFF_STD=0.483 THREAT_PROBABILITY=0.13 ATTACK_TYPE=Insider RISK_SCORE=0.88 UNCERTAINTY=0.35 POLICY_ACTION=isolate_node REWARD_VALUE=0.48 IP_MUTATION=0 PORT_ROTATION=0 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1,3b88c64e,DATASET=SG_SECURITY TIMESTAMP=2024\-01\-01_15:(.*?) NODE_ID=N43 VOLTAGE_LEVEL=222\.(.*?) FREQUENCY_SIGNAL=49\.(.*?) POWER_FLOW=78\.(.*?) REACTIVE_POWER=38\.(.*?) COMMUNICATION_LOG_SIZE=(.*?) ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0\.(.*?) SPECTRAL_ENERGY=17\.(.*?) SPATIAL_CORRELATION=0\.(.*?) WAVELET_COEFF_AVG=\-0\.(.*?) WAVELET_COEFF_STD=0\.(.*?) THREAT_PROBABILITY=0\.(.*?) ATTACK_TYPE=Insider RISK_SCORE=0\.(.*?) UNCERTAINTY=0\.(.*?) POLICY_ACTION=isolate_node REWARD_VALUE=0\.(.*?) IP_MUTATION=(.*?) PORT_ROTATION=(.*?) ENV_DIVERSIFICATION=(.*?) MTD_STRATEGY_USED=IP\+Env ATTACK_DETECTED=(.*?)$
