LineId,Content,EventTemplate
11,DATASET=SG_SECURITY NODE=N24 ACCESS=logout ATTACK_TYPE=DoS POLICY=isolate_node MTD=IP ATTACK_DETECTED=1 VOLTAGE=228.07 FREQUENCY=50.22 POWER_FLOW=90.87 REACTIVE_POWER=39.73 COMM_SIZE=6823 THREAT_PROB=0.73 RISK_SCORE=0.43 UNCERTAINTY=0.08 TEMPORAL_ENTROPY=0.35 SPECTRAL_ENERGY=18.68 SPATIAL_CORR=0.69,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=DoS POLICY=isolate_node MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
12,DATASET=SG_SECURITY NODE=N6 ACCESS=command_exec ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP+Port ATTACK_DETECTED=0 VOLTAGE=242.13 FREQUENCY=49.99 POWER_FLOW=142.48 REACTIVE_POWER=40.0 COMM_SIZE=7837 THREAT_PROB=0.48 RISK_SCORE=0.3 UNCERTAINTY=0.33 TEMPORAL_ENTROPY=0.36 SPECTRAL_ENERGY=8.14 SPATIAL_CORR=0.29,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP+Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
13,DATASET=SG_SECURITY NODE=N18 ACCESS=logout ATTACK_TYPE=DoS POLICY=alert_operator MTD=IP+Env ATTACK_DETECTED=1 VOLTAGE=227.51 FREQUENCY=50.04 POWER_FLOW=113.94 REACTIVE_POWER=33.91 COMM_SIZE=5150 THREAT_PROB=0.79 RISK_SCORE=0.44 UNCERTAINTY=0.46 TEMPORAL_ENTROPY=0.98 SPECTRAL_ENERGY=11.65 SPATIAL_CORR=0.84,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=DoS POLICY=alert_operator MTD=IP+Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
14,DATASET=SG_SECURITY NODE=N48 ACCESS=logout ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=Port ATTACK_DETECTED=1 VOLTAGE=223.66 FREQUENCY=50.11 POWER_FLOW=85.32 REACTIVE_POWER=22.26 COMM_SIZE=8305 THREAT_PROB=0.8 RISK_SCORE=0.05 UNCERTAINTY=0.03 TEMPORAL_ENTROPY=0.36 SPECTRAL_ENERGY=11.9 SPATIAL_CORR=0.82,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
15,DATASET=SG_SECURITY NODE=N41 ACCESS=file_access ATTACK_TYPE=DoS POLICY=alert_operator MTD=Port ATTACK_DETECTED=1 VOLTAGE=235.89 FREQUENCY=49.95 POWER_FLOW=84.96 REACTIVE_POWER=30.66 COMM_SIZE=8577 THREAT_PROB=0.35 RISK_SCORE=0.97 UNCERTAINTY=0.18 TEMPORAL_ENTROPY=0.87 SPECTRAL_ENERGY=14.45 SPATIAL_CORR=0.71,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=DoS POLICY=alert_operator MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
16,DATASET=SG_SECURITY NODE=N3 ACCESS=file_access ATTACK_TYPE=DoS POLICY=restrict_access MTD=Env ATTACK_DETECTED=1 VOLTAGE=230.77 FREQUENCY=50.05 POWER_FLOW=111.36 REACTIVE_POWER=29.31 COMM_SIZE=2783 THREAT_PROB=0.55 RISK_SCORE=1.0 UNCERTAINTY=0.2 TEMPORAL_ENTROPY=0.23 SPECTRAL_ENERGY=13.62 SPATIAL_CORR=0.72,DATASET=SG_SECURITY NODE=<ID> ACCESS=file_access ATTACK_TYPE=DoS POLICY=restrict_access MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
17,DATASET=SG_SECURITY NODE=N13 ACCESS=command_exec ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP ATTACK_DETECTED=0 VOLTAGE=229.92 FREQUENCY=50.39 POWER_FLOW=128.13 REACTIVE_POWER=28.01 COMM_SIZE=5926 THREAT_PROB=0.7 RISK_SCORE=0.17 UNCERTAINTY=0.08 TEMPORAL_ENTROPY=0.74 SPECTRAL_ENERGY=5.61 SPATIAL_CORR=0.88,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
18,DATASET=SG_SECURITY NODE=N38 ACCESS=command_exec ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP+Port ATTACK_DETECTED=0 VOLTAGE=232.5 FREQUENCY=50.05 POWER_FLOW=103.57 REACTIVE_POWER=24.94 COMM_SIZE=9901 THREAT_PROB=0.36 RISK_SCORE=0.38 UNCERTAINTY=0.14 TEMPORAL_ENTROPY=0.54 SPECTRAL_ENERGY=18.07 SPATIAL_CORR=0.26,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=DoS POLICY=increase_monitoring MTD=IP+Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
19,DATASET=SG_SECURITY NODE=N43 ACCESS=command_exec ATTACK_TYPE=DoS POLICY=restrict_access MTD=UNKNOWN ATTACK_DETECTED=0 VOLTAGE=235.8 FREQUENCY=49.98 POWER_FLOW=86.97 REACTIVE_POWER=28.87 COMM_SIZE=4907 THREAT_PROB=0.05 RISK_SCORE=0.24 UNCERTAINTY=0.08 TEMPORAL_ENTROPY=0.71 SPECTRAL_ENERGY=9.01 SPATIAL_CORR=0.42,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=DoS POLICY=restrict_access MTD=UNKNOWN ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
20,DATASET=SG_SECURITY NODE=N31 ACCESS=logout ATTACK_TYPE=DoS POLICY=alert_operator MTD=Env ATTACK_DETECTED=1 VOLTAGE=212.98 FREQUENCY=49.79 POWER_FLOW=64.39 REACTIVE_POWER=38.71 COMM_SIZE=1993 THREAT_PROB=0.24 RISK_SCORE=0.28 UNCERTAINTY=0.19 TEMPORAL_ENTROPY=0.36 SPECTRAL_ENERGY=15.34 SPATIAL_CORR=0.43,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=DoS POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
21,DATASET=SG_SECURITY NODE=N40 ACCESS=logout ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=IP ATTACK_DETECTED=0 VOLTAGE=213.28 FREQUENCY=50.02 POWER_FLOW=117.95 REACTIVE_POWER=30.48 COMM_SIZE=5024 THREAT_PROB=0.52 RISK_SCORE=0.93 UNCERTAINTY=0.36 TEMPORAL_ENTROPY=0.94 SPECTRAL_ENERGY=7.65 SPATIAL_CORR=0.68,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=IP ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
22,DATASET=SG_SECURITY NODE=N25 ACCESS=command_exec ATTACK_TYPE=False_Data_Injection POLICY=isolate_node MTD=Port ATTACK_DETECTED=1 VOLTAGE=216.93 FREQUENCY=49.76 POWER_FLOW=101.64 REACTIVE_POWER=32.88 COMM_SIZE=8869 THREAT_PROB=0.21 RISK_SCORE=0.81 UNCERTAINTY=0.25 TEMPORAL_ENTROPY=0.91 SPECTRAL_ENERGY=14.98 SPATIAL_CORR=0.65,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=False_Data_Injection POLICY=isolate_node MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
23,DATASET=SG_SECURITY NODE=N6 ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=restrict_access MTD=Port ATTACK_DETECTED=1 VOLTAGE=219.96 FREQUENCY=49.9 POWER_FLOW=90.02 REACTIVE_POWER=29.07 COMM_SIZE=7119 THREAT_PROB=0.3 RISK_SCORE=0.65 UNCERTAINTY=0.28 TEMPORAL_ENTROPY=0.58 SPECTRAL_ENERGY=16.3 SPATIAL_CORR=0.87,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=restrict_access MTD=Port ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
24,DATASET=SG_SECURITY NODE=N6 ACCESS=command_exec ATTACK_TYPE=False_Data_Injection POLICY=alert_operator MTD=Env ATTACK_DETECTED=1 VOLTAGE=235.99 FREQUENCY=49.97 POWER_FLOW=46.79 REACTIVE_POWER=29.18 COMM_SIZE=4117 THREAT_PROB=0.2 RISK_SCORE=0.83 UNCERTAINTY=0.2 TEMPORAL_ENTROPY=0.57 SPECTRAL_ENERGY=16.42 SPATIAL_CORR=0.35,DATASET=SG_SECURITY NODE=<ID> ACCESS=command_exec ATTACK_TYPE=False_Data_Injection POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
25,DATASET=SG_SECURITY NODE=N47 ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=UNKNOWN ATTACK_DETECTED=0 VOLTAGE=242.73 FREQUENCY=50.04 POWER_FLOW=104.13 REACTIVE_POWER=28.33 COMM_SIZE=1797 THREAT_PROB=0.45 RISK_SCORE=0.33 UNCERTAINTY=0.14 TEMPORAL_ENTROPY=0.51 SPECTRAL_ENERGY=13.77 SPATIAL_CORR=0.39,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=increase_monitoring MTD=UNKNOWN ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
26,DATASET=SG_SECURITY NODE=N19 ACCESS=logout ATTACK_TYPE=False_Data_Injection POLICY=alert_operator MTD=Env ATTACK_DETECTED=1 VOLTAGE=218.62 FREQUENCY=49.85 POWER_FLOW=123.57 REACTIVE_POWER=26.35 COMM_SIZE=6000 THREAT_PROB=0.52 RISK_SCORE=0.93 UNCERTAINTY=0.45 TEMPORAL_ENTROPY=0.66 SPECTRAL_ENERGY=10.43 SPATIAL_CORR=0.47,DATASET=SG_SECURITY NODE=<ID> ACCESS=logout ATTACK_TYPE=False_Data_Injection POLICY=alert_operator MTD=Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
27,DATASET=SG_SECURITY NODE=N21 ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=0 VOLTAGE=232.0 FREQUENCY=50.12 POWER_FLOW=96.86 REACTIVE_POWER=34.62 COMM_SIZE=6499 THREAT_PROB=0.48 RISK_SCORE=0.95 UNCERTAINTY=0.37 TEMPORAL_ENTROPY=0.15 SPECTRAL_ENERGY=19.91 SPATIAL_CORR=0.4,DATASET=SG_SECURITY NODE=<ID> ACCESS=login ATTACK_TYPE=False_Data_Injection POLICY=isolate_node MTD=IP+Env ATTACK_DETECTED=<NUMBER> VOLTAGE=<NUMBER> FREQUENCY=<NUMBER> POWER_FLOW=<NUMBER> REACTIVE_POWER=<NUMBER> COMM_SIZE=<NUMBER> THREAT_PROB=<NUMBER> RISK_SCORE=<NUMBER> UNCERTAINTY=<NUMBER> TEMPORAL_ENTROPY=<NUMBER> SPECTRAL_ENERGY=<NUMBER> SPATIAL_CORR=<NUMBER>
