LineId,Content
11,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:24_AM FIT101=2.621145 LIT101=821.2855 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.70677 FIT301=2.210678 LIT301=825.6296 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.4219 FIT401=1.717105 LIT401=809.7924 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.476 AIT503=262.3366 AIT504=12.11228 FIT501=1.727378 FIT502=1.270911 FIT503=0.7353967 FIT504=0.3086186 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=189.2143 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
12,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:25_AM FIT101=2.612497 LIT101=821.2855 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.65555 FIT301=2.210678 LIT301=824.9888 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.4219 FIT401=1.717105 LIT401=810.3307 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.476 AIT503=262.3366 AIT504=12.11228 FIT501=1.727378 FIT502=1.271551 FIT503=0.7353967 FIT504=0.3086186 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=189.0861 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
13,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:26_AM FIT101=2.601928 LIT101=821.4817 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.63634 FIT301=2.209269 LIT301=824.5482 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.4219 FIT401=1.717105 LIT401=810.5614 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.476 AIT503=262.3366 AIT504=12.11228 FIT501=1.727378 FIT502=1.280517 FIT503=0.7353967 FIT504=0.3080421 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=189.0861 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
14,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:27_AM FIT101=2.585274 LIT101=821.8743 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.63634 FIT301=2.208884 LIT301=823.9474 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.4219 FIT401=1.717105 LIT401=810.9459 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.7067 AIT503=262.4007 AIT504=12.11228 FIT501=1.725711 FIT502=1.281927 FIT503=0.7353967 FIT504=0.3080421 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
15,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:28_AM FIT101=2.566698 LIT101=822.2275 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.63634 FIT301=2.208884 LIT301=823.5469 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.4219 FIT401=1.717105 LIT401=810.9075 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.7067 AIT503=262.4007 AIT504=12.11228 FIT501=1.725455 FIT502=1.290124 FIT503=0.7353967 FIT504=0.3080421 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
16,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:29_AM FIT101=2.554847 LIT101=822.777 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.70037 FIT301=2.208884 LIT301=823.3466 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.4219 FIT401=1.717105 LIT401=810.6383 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.7067 AIT503=262.4007 AIT504=12.11228 FIT501=1.725455 FIT502=1.291533 FIT503=0.7353967 FIT504=0.3083624 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
17,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:30_AM FIT101=2.542036 LIT101=823.0518 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.208884 LIT301=823.0262 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.3707 FIT401=1.717105 LIT401=811.0228 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.4007 AIT504=12.11228 FIT501=1.725455 FIT502=1.291533 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
18,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:31_AM FIT101=2.526022 LIT101=823.7976 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.208884 LIT301=822.6657 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.3194 FIT401=1.716208 LIT401=810.9459 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.4007 AIT504=12.11228 FIT501=1.725455 FIT502=1.291533 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
19,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:32_AM FIT101=2.503923 LIT101=824.5042 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.208884 LIT301=822.3853 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.2425 FIT401=1.715183 LIT401=811.4843 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.4007 AIT504=12.11228 FIT501=1.723789 FIT502=1.282567 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
20,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:33_AM FIT101=2.491432 LIT101=824.5042 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.208884 LIT301=821.6643 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.2425 FIT401=1.715183 LIT401=811.3304 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.4007 AIT504=12.11228 FIT501=1.723789 FIT502=1.266171 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.1923 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
21,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:34_AM FIT101=2.475098 LIT101=824.936 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.208884 LIT301=821.8245 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.2425 FIT401=1.715183 LIT401=811.4073 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.4007 AIT504=12.11228 FIT501=1.723789 FIT502=1.266299 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.681991 PIT503=188.974 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
22,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:35_AM FIT101=2.455241 LIT101=825.2892 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.74198 FIT301=2.208884 LIT301=821.0235 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.715183 LIT401=811.4843 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.4007 AIT504=12.11228 FIT501=1.723789 FIT502=1.260664 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.762086 PIT503=188.9259 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
23,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:36_AM FIT101=2.441149 LIT101=825.3677 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.82201 FIT301=2.209013 LIT301=820.5428 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.718002 LIT401=811.1766 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.723789 FIT502=1.265787 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.810143 PIT503=188.9259 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
24,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:37_AM FIT101=2.428658 LIT101=825.9173 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.84762 FIT301=2.209013 LIT301=820.0622 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.718002 LIT401=811.5227 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.723789 FIT502=1.267196 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.810143 PIT503=188.9259 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
25,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:38_AM FIT101=2.425135 LIT101=826.3491 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.84762 FIT301=2.209525 LIT301=819.6216 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.718002 LIT401=811.0997 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.723789 FIT502=1.262969 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.810143 PIT503=188.9259 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
26,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:39_AM FIT101=2.425135 LIT101=826.6631 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.7836 FIT301=2.209525 LIT301=819.0208 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.718002 LIT401=810.7921 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.723789 FIT502=1.267452 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.665972 PIT503=188.9259 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
27,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:40_AM FIT101=2.43026 LIT101=827.8799 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.209525 LIT301=819.1409 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.715952 LIT401=811.0228 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.723789 FIT502=1.28103 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.665972 PIT503=188.8458 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
28,DATASET=SWAT TIMESTAMP=28/12/2015_10:29:41_AM FIT101=2.483105 LIT101=828.7042 MV101=2.0 P101=1.0 P102=1.0 AIT201=262.625 AIT202=8.46533 AIT203=319.7898 FIT201=0.0 MV201=1.0 P201=1.0 P202=1.0 P203=1.0 P204=1.0 P205=1.0 P206=1.0 DPIT301=19.73558 FIT301=2.209525 LIT301=818.42 MV301=1.0 MV302=2.0 MV303=1.0 MV304=1.0 P301=1.0 P302=2.0 AIT401=148.808 AIT402=154.5245 FIT401=1.715952 LIT401=810.8306 P401=1.0 P402=2.0 P403=1.0 P404=1.0 UV401=2.0 AIT501=7.876058 AIT502=143.5529 AIT503=262.5288 AIT504=12.11228 FIT501=1.721738 FIT502=1.28167 FIT503=0.7353967 FIT504=0.3084265 P501=2.0 P502=1.0 PIT501=250.032 PIT502=1.665972 PIT503=188.7337 FIT601=0.000128152 P601=1.0 P602=1.0 P603=1.0 NORMAL_SATTACK=Attack
