LineId,Content
24,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_05:45:00 NODE_ID=N4 VOLTAGE_LEVEL=234.88 FREQUENCY_SIGNAL=49.77 POWER_FLOW=105.02 REACTIVE_POWER=38.25 COMMUNICATION_LOG_SIZE=2266 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.14 SPECTRAL_ENERGY=17.57 SPATIAL_CORRELATION=0.54 WAVELET_COEFF_AVG=-0.363 WAVELET_COEFF_STD=0.466 THREAT_PROBABILITY=0.85 ATTACK_TYPE=Insider RISK_SCORE=0.62 UNCERTAINTY=0.11 POLICY_ACTION=alert_operator REWARD_VALUE=0.15 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=0
25,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_06:00:00 NODE_ID=N24 VOLTAGE_LEVEL=229.28 FREQUENCY_SIGNAL=49.84 POWER_FLOW=112.51 REACTIVE_POWER=30.66 COMMUNICATION_LOG_SIZE=2432 ACCESS_BEHAVIOR=login TEMPORAL_ENTROPY=0.55 SPECTRAL_ENERGY=7.88 SPATIAL_CORRELATION=0.45 WAVELET_COEFF_AVG=0.041 WAVELET_COEFF_STD=0.058 THREAT_PROBABILITY=0.25 ATTACK_TYPE=Insider RISK_SCORE=0.85 UNCERTAINTY=0.08 POLICY_ACTION=restrict_access REWARD_VALUE=0.03 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=0
26,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_06:15:00 NODE_ID=N49 VOLTAGE_LEVEL=238.69 FREQUENCY_SIGNAL=49.88 POWER_FLOW=105.75 REACTIVE_POWER=25.66 COMMUNICATION_LOG_SIZE=4531 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.38 SPECTRAL_ENERGY=16.15 SPATIAL_CORRELATION=0.62 WAVELET_COEFF_AVG=0.189 WAVELET_COEFF_STD=0.443 THREAT_PROBABILITY=0.61 ATTACK_TYPE=Zero-Day RISK_SCORE=0.27 UNCERTAINTY=0.09 POLICY_ACTION=isolate_node REWARD_VALUE=0.84 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Port ATTACK_DETECTED=0
27,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_06:30:00 NODE_ID=N47 VOLTAGE_LEVEL=251.62 FREQUENCY_SIGNAL=50.21 POWER_FLOW=100.61 REACTIVE_POWER=28.36 COMMUNICATION_LOG_SIZE=3330 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.7 SPECTRAL_ENERGY=12.78 SPATIAL_CORRELATION=0.44 WAVELET_COEFF_AVG=0.902 WAVELET_COEFF_STD=0.353 THREAT_PROBABILITY=0.59 ATTACK_TYPE=MITM RISK_SCORE=0.93 UNCERTAINTY=0.27 POLICY_ACTION=restrict_access REWARD_VALUE=0.74 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP ATTACK_DETECTED=1
28,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_06:45:00 NODE_ID=N8 VOLTAGE_LEVEL=221.23 FREQUENCY_SIGNAL=50.21 POWER_FLOW=150.84 REACTIVE_POWER=32.8 COMMUNICATION_LOG_SIZE=7864 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.86 SPECTRAL_ENERGY=13.49 SPATIAL_CORRELATION=0.51 WAVELET_COEFF_AVG=0.423 WAVELET_COEFF_STD=0.09 THREAT_PROBABILITY=0.96 ATTACK_TYPE=MITM RISK_SCORE=0.85 UNCERTAINTY=0.13 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.73 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0
29,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_07:00:00 NODE_ID=N38 VOLTAGE_LEVEL=222.25 FREQUENCY_SIGNAL=50.13 POWER_FLOW=91.87 REACTIVE_POWER=32.84 COMMUNICATION_LOG_SIZE=8155 ACCESS_BEHAVIOR=command_exec TEMPORAL_ENTROPY=0.29 SPECTRAL_ENERGY=16.54 SPATIAL_CORRELATION=0.8 WAVELET_COEFF_AVG=-0.837 WAVELET_COEFF_STD=0.021 THREAT_PROBABILITY=0.27 ATTACK_TYPE=MITM RISK_SCORE=0.93 UNCERTAINTY=0.48 POLICY_ACTION=isolate_node REWARD_VALUE=0.22 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Port ATTACK_DETECTED=1
30,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_07:15:00 NODE_ID=N5 VOLTAGE_LEVEL=222.8 FREQUENCY_SIGNAL=50.02 POWER_FLOW=105.68 REACTIVE_POWER=22.26 COMMUNICATION_LOG_SIZE=3399 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.31 SPECTRAL_ENERGY=13.83 SPATIAL_CORRELATION=0.57 WAVELET_COEFF_AVG=0.753 WAVELET_COEFF_STD=0.061 THREAT_PROBABILITY=0.36 ATTACK_TYPE=Zero-Day RISK_SCORE=0.16 UNCERTAINTY=0.3 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.22 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0
31,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_07:30:00 NODE_ID=N9 VOLTAGE_LEVEL=233.86 FREQUENCY_SIGNAL=49.93 POWER_FLOW=82.01 REACTIVE_POWER=25.54 COMMUNICATION_LOG_SIZE=6110 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.71 SPECTRAL_ENERGY=18.58 SPATIAL_CORRELATION=0.62 WAVELET_COEFF_AVG=0.944 WAVELET_COEFF_STD=0.236 THREAT_PROBABILITY=0.52 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.04 UNCERTAINTY=0.34 POLICY_ACTION=isolate_node REWARD_VALUE=1.0 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=1 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
32,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_07:45:00 NODE_ID=N40 VOLTAGE_LEVEL=238.26 FREQUENCY_SIGNAL=49.92 POWER_FLOW=113.64 REACTIVE_POWER=35.75 COMMUNICATION_LOG_SIZE=8797 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.45 SPECTRAL_ENERGY=6.0 SPATIAL_CORRELATION=0.36 WAVELET_COEFF_AVG=0.728 WAVELET_COEFF_STD=0.12 THREAT_PROBABILITY=1.0 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.9 UNCERTAINTY=0.49 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.66 IP_MUTATION=1 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=Env ATTACK_DETECTED=0
33,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_08:00:00 NODE_ID=N37 VOLTAGE_LEVEL=229.18 FREQUENCY_SIGNAL=50.12 POWER_FLOW=110.05 REACTIVE_POWER=24.69 COMMUNICATION_LOG_SIZE=1283 ACCESS_BEHAVIOR=file_access TEMPORAL_ENTROPY=0.35 SPECTRAL_ENERGY=13.76 SPATIAL_CORRELATION=0.69 WAVELET_COEFF_AVG=0.037 WAVELET_COEFF_STD=0.465 THREAT_PROBABILITY=0.89 ATTACK_TYPE=False_Data_Injection RISK_SCORE=0.67 UNCERTAINTY=0.25 POLICY_ACTION=restrict_access REWARD_VALUE=0.12 IP_MUTATION=0 PORT_ROTATION=1 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
34,DATASET=SG_SECURITY TIMESTAMP=2024-01-01_08:15:00 NODE_ID=N13 VOLTAGE_LEVEL=229.0 FREQUENCY_SIGNAL=50.26 POWER_FLOW=62.18 REACTIVE_POWER=25.86 COMMUNICATION_LOG_SIZE=8013 ACCESS_BEHAVIOR=logout TEMPORAL_ENTROPY=0.62 SPECTRAL_ENERGY=10.89 SPATIAL_CORRELATION=0.78 WAVELET_COEFF_AVG=-0.779 WAVELET_COEFF_STD=0.093 THREAT_PROBABILITY=0.48 ATTACK_TYPE=UNKNOWN RISK_SCORE=0.7 UNCERTAINTY=0.24 POLICY_ACTION=increase_monitoring REWARD_VALUE=0.44 IP_MUTATION=1 PORT_ROTATION=0 ENV_DIVERSIFICATION=0 MTD_STRATEGY_USED=IP+Env ATTACK_DETECTED=1
